/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94261.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.227.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	76269	161864	238132	76269	76269	100.00	76269	488851	100.00	15.60	Ga0136519_1001	NODE_10_length_488851_cov_9.247594
1	63356	258297	321652	63356	63356	100.00	63356	472087	100.00	13.42	Ga0136519_1002	NODE_11_length_472087_cov_8.598176
1	59815	403412	343598	59815	59815	100.00	59815	472087	100.00	12.67	Ga0136519_1003	NODE_11_length_472087_cov_8.598176
42	56377	1	56336	56336	56336	100.00	56377	520718	99.93	10.82	Ga0136519_1004	NODE_7_length_520718_cov_8.807590
1	52765	111181	163945	52765	52765	100.00	52765	253019	100.00	20.85	Ga0136519_1005	NODE_50_length_253019_cov_9.147835
1	49961	384973	335013	49961	49961	100.00	49961	488851	100.00	10.22	Ga0136519_1006	NODE_10_length_488851_cov_9.247594
1	47391	411598	364208	47391	47391	100.00	47391	464552	100.00	10.20	Ga0136519_1007	NODE_12_length_464552_cov_8.548105
1	47363	82890	35528	47363	47363	100.00	47363	488851	100.00	9.69	Ga0136519_1008	NODE_10_length_488851_cov_9.247594
1	43016	276852	319867	43016	43016	100.00	43016	488851	100.00	8.80	Ga0136519_1009	NODE_10_length_488851_cov_9.247594
1	41543	207200	248742	41543	41543	100.00	41543	308669	100.00	13.46	Ga0136519_1010	NODE_28_length_308669_cov_8.954075
1	40358	245368	285725	40358	40358	100.00	40358	520718	100.00	7.75	Ga0136519_1011	NODE_7_length_520718_cov_8.807590
1	38110	190445	228554	38110	38110	100.00	38110	464552	100.00	8.20	Ga0136519_1012	NODE_12_length_464552_cov_8.548105
1	37017	289931	326947	37017	37017	100.00	37017	634917	100.00	5.83	Ga0136519_1013	NODE_3_length_634917_cov_7.519880
1	36060	21909	57968	36060	36060	100.00	36060	308669	100.00	11.68	Ga0136519_1014	NODE_28_length_308669_cov_8.954075
1	35505	82115	46611	35505	35505	100.00	35505	464552	100.00	7.64	Ga0136519_1015	NODE_12_length_464552_cov_8.548105
1	35284	200995	236278	35284	35284	100.00	35284	253019	100.00	13.95	Ga0136519_1016	NODE_50_length_253019_cov_9.147835
1	33592	77646	111237	33592	33592	100.00	33592	253019	100.00	13.28	Ga0136519_1017	NODE_50_length_253019_cov_9.147835
1	33486	10286	43771	33486	33486	100.00	33486	43774	100.00	76.50	Ga0136519_1018	NODE_1432_length_43774_cov_8.406574
37	32893	291951	259095	32857	32857	100.00	32893	291951	99.89	11.25	Ga0136519_1019	NODE_34_length_291951_cov_8.302310
1	32817	104154	136970	32817	32817	100.00	32817	261370	100.00	12.56	Ga0136519_1020	NODE_47_length_261370_cov_8.003708
1	32346	54365	22020	32346	32346	100.00	32346	55578	100.00	58.20	Ga0136519_1021	NODE_962_length_55578_cov_7.637898
1	31290	160587	191876	31290	31290	100.00	31290	472087	100.00	6.63	Ga0136519_1022	NODE_11_length_472087_cov_8.598176
1	31127	176145	145019	31127	31127	100.00	31127	291951	100.00	10.66	Ga0136519_1023	NODE_34_length_291951_cov_8.302310
1	30285	11076	41360	30285	30285	100.00	30285	253019	100.00	11.97	Ga0136519_1024	NODE_50_length_253019_cov_9.147835
1	29782	239455	269236	29782	29782	100.00	29782	488851	100.00	6.09	Ga0136519_1025	NODE_10_length_488851_cov_9.247594
1	22647	22647	1	22647	22647	100.00	29444	88451	76.92	25.60	Ga0136519_1026	NODE_422_length_88451_cov_8.203708
