/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94259.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.146.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	5609	4424	10032	5609	5609	100.00	5609	40836	100.00	13.74	Ga0136517_1001	NODE_28_length_40836_cov_10.628038
1	4125	4125	1	4125	4125	99.78	5841	68725	70.62	6.00	Ga0136517_1002	NODE_18_length_68725_cov_10.551070
4625	5841	1	1217	1217	1217	99.75	5841	27378	20.84	4.45	Ga0136517_1002	NODE_33_length_27378_cov_10.079530
1	8165	30770	38934	8165	8165	99.94	8165	54112	100.00	15.09	Ga0136517_1003	NODE_23_length_54112_cov_9.599830
1	21755	34047	12293	21755	21755	99.84	21792	220839	99.83	9.85	Ga0136517_1004	NODE_2_length_220839_cov_10.887628
1	5296	190238	195533	5296	5296	99.91	5296	296119	100.00	1.79	Ga0136517_1005	NODE_1_length_296119_cov_9.670473
1	3174	94895	91722	3174	3174	99.59	3174	135050	100.00	2.35	Ga0136517_1006	NODE_5_length_135050_cov_11.956695
1	5295	16365	11070	5295	5296	99.77	5295	57251	100.00	9.25	Ga0136517_1007	NODE_22_length_57251_cov_9.978330
1	21757	211145	189389	21757	21757	99.99	21858	220839	99.54	9.85	Ga0136517_1008	NODE_2_length_220839_cov_10.887628
1	15538	15536	1	15538	15536	99.84	15940	51980	97.48	29.89	Ga0136517_1009	NODE_25_length_51980_cov_9.971960
1	20145	20439	294	20145	20146	99.91	20145	22512	100.00	89.49	Ga0136517_1010	NODE_35_length_22512_cov_9.865476
1	17381	77431	60051	17381	17381	99.80	17381	117950	100.00	14.74	Ga0136517_1011	NODE_9_length_117950_cov_13.664779
259	17295	117950	100914	17037	17037	99.71	17376	117950	98.05	14.44	Ga0136517_1012	NODE_9_length_117950_cov_13.664779
1	2891	33342	36232	2891	2891	99.90	3509	135050	82.39	2.14	Ga0136517_1013	NODE_5_length_135050_cov_11.956695
1	8034	51350	59383	8034	8034	99.95	8034	81105	100.00	9.91	Ga0136517_1014	NODE_13_length_81105_cov_9.571302
1	10804	37643	48446	10804	10804	99.92	10804	78558	100.00	13.75	Ga0136517_1015	NODE_14_length_78558_cov_9.457562
1	10612	1321	11932	10612	10612	99.94	10612	36505	100.00	29.07	Ga0136517_1016	NODE_31_length_36505_cov_10.777092
1	10076	461	10537	10076	10077	99.88	10076	36945	100.00	27.28	Ga0136517_1017	NODE_29_length_36945_cov_11.405042
1	7847	74591	82437	7847	7847	99.92	7847	130418	100.00	6.02	Ga0136517_1018	NODE_6_length_130418_cov_12.088008
1	6724	8565	1842	6724	6724	99.96	6724	130418	100.00	5.16	Ga0136517_1019	NODE_6_length_130418_cov_12.088008
