/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94260.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.80.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	10853	10853	1	10853	10853	99.82	20109	183182	53.97	5.92	Ga0136518_1002	NODE_104_length_183182_cov_19.606240
10799	18701	7903	1	7903	7903	99.91	20109	7903	39.30	100.00	Ga0136518_1002	NODE_13689_length_7903_cov_18.835754
1	2452	2452	1	2452	2452	99.92	19819	8728	12.37	28.09	Ga0136518_1003	NODE_12053_length_8728_cov_18.060071
2398	19819	23861	6440	17422	17422	100.00	19819	23861	87.91	73.01	Ga0136518_1003	NODE_3390_length_23861_cov_14.821684
1	19628	21447	1821	19628	19627	99.85	19628	55043	100.00	35.66	Ga0136518_1004	NODE_980_length_55043_cov_23.301793
1	3243	18754	21996	3243	3243	99.97	18415	21996	17.61	14.74	Ga0136518_1005	NODE_3800_length_21996_cov_21.234720
46	16272	16227	1	16227	16227	99.82	17474	16227	92.86	100.00	Ga0136518_1006	NODE_5627_length_16227_cov_15.734170
16218	17474	1	1257	1257	1257	99.68	17474	6208	7.19	20.25	Ga0136518_1006	NODE_18936_length_6208_cov_18.413132
1	16775	17913	1139	16775	16775	99.88	16775	53252	100.00	31.50	Ga0136518_1007	NODE_1036_length_53252_cov_22.829502
1	16775	1635	18409	16775	16775	99.88	16775	19547	100.00	85.82	Ga0136518_1007	NODE_4398_length_19547_cov_22.926637
1	15253	107923	123175	15253	15253	99.79	15253	129640	100.00	11.77	Ga0136518_1008	NODE_212_length_129640_cov_19.658278
336	14935	107490	92891	14600	14600	99.96	14935	107490	97.76	13.58	Ga0136518_1009	NODE_298_length_107490_cov_18.243533
1	11309	6679	17987	11309	11309	99.89	13598	23692	83.17	47.73	Ga0136518_1010	NODE_3420_length_23692_cov_21.010280
11560	13598	18088	20126	2039	2039	99.56	13598	23692	14.99	8.61	Ga0136518_1010	NODE_3420_length_23692_cov_21.010280
1	12134	17069	4936	12134	12134	99.42	12903	18127	94.04	66.94	Ga0136518_1011	NODE_4842_length_18127_cov_16.969677
1	12791	46676	33886	12791	12791	99.73	12791	102485	100.00	12.48	Ga0136518_1012	NODE_338_length_102485_cov_20.834131
1	12437	15452	27888	12437	12437	99.86	12437	102485	100.00	12.14	Ga0136518_1013	NODE_338_length_102485_cov_20.834131
1	12417	21637	34053	12417	12417	99.95	12417	61287	100.00	20.26	Ga0136518_1014	NODE_804_length_61287_cov_20.785031
1	3001	19875	16875	3001	3001	99.57	17434	25519	17.21	11.76	Ga0136518_1015	NODE_3090_length_25519_cov_19.160894
3442	17434	16774	2781	13993	13994	99.75	17434	25519	80.26	54.84	Ga0136518_1015	NODE_3090_length_25519_cov_19.160894
1	11924	39797	27874	11924	11924	99.86	11924	48826	100.00	24.42	Ga0136518_1016	NODE_1186_length_48826_cov_19.613582
1	8062	10151	2092	8062	8060	99.60	11743	80056	68.65	10.07	Ga0136518_1017	NODE_492_length_80056_cov_18.992025
8011	11743	25519	21787	3733	3733	100.00	11743	25519	31.79	14.63	Ga0136518_1017	NODE_3090_length_25519_cov_19.160894
1	11734	144445	156178	11734	11734	99.88	11734	183182	100.00	6.41	Ga0136518_1018	NODE_104_length_183182_cov_19.606240
1	11479	85876	74399	11479	11478	99.70	11479	154839	100.00	7.41	Ga0136518_1019	NODE_144_length_154839_cov_18.088943
162	10933	17943	7172	10772	10772	99.69	10933	40279	98.53	26.74	Ga0136518_1020	NODE_1643_length_40279_cov_21.011560
1	10865	15400	4536	10865	10865	99.94	10865	51871	100.00	20.95	Ga0136518_1021	NODE_1081_length_51871_cov_18.769936
