/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79701.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.34.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	90069	62574	152655	90069	90082	99.97	90069	174304	100.00	51.68	Ga0113589_101	NODE_4_length_174304_cov_186.854714
1	64987	29176	94185	64987	65010	99.96	64987	213722	100.00	30.42	Ga0113589_102	NODE_2_length_213722_cov_181.166549
1	51163	48161	99325	51163	51165	99.98	51163	107565	100.00	47.57	Ga0113589_103	NODE_6_length_107565_cov_195.627886
1	39247	252492	291739	39247	39248	99.81	39247	390735	100.00	10.04	Ga0113589_104	NODE_1_length_390735_cov_225.224997
1	44303	111326	155629	44303	44304	99.99	44303	213722	100.00	20.73	Ga0113589_105	NODE_2_length_213722_cov_181.166549
1	41310	198637	157318	41310	41320	99.97	41310	213722	100.00	19.33	Ga0113589_106	NODE_2_length_213722_cov_181.166549
1	46103	79468	33359	46103	46110	99.97	46103	85211	100.00	54.11	Ga0113589_107	NODE_8_length_85211_cov_171.899479
1	59886	2746	62673	59886	59928	99.92	59886	174304	100.00	34.38	Ga0113589_108	NODE_4_length_174304_cov_186.854714
1	26188	82092	108295	26188	26204	99.94	26188	204318	100.00	12.83	Ga0113589_109	NODE_3_length_204318_cov_209.515757
1	27244	66481	39231	27244	27251	99.97	27244	390735	100.00	6.97	Ga0113589_110	NODE_1_length_390735_cov_225.224997
1	28337	863	29198	28337	28336	99.99	28337	36705	100.00	77.20	Ga0113589_111	NODE_10_length_36705_cov_193.481583
1	14015	144838	130852	14015	13987	99.19	26511	390735	52.86	3.58	Ga0113589_112	NODE_1_length_390735_cov_225.224997
438	26511	144461	118343	26074	26119	99.82	26511	390735	98.35	6.68	Ga0113589_112	NODE_1_length_390735_cov_225.224997
1	20913	34462	13554	20913	20909	99.88	20913	204318	100.00	10.23	Ga0113589_113	NODE_3_length_204318_cov_209.515757
1	22141	149189	171347	22141	22159	99.92	22141	390735	100.00	5.67	Ga0113589_114	NODE_1_length_390735_cov_225.224997
1	20657	67479	88135	20657	20657	100.00	20657	390735	100.00	5.29	Ga0113589_115	NODE_1_length_390735_cov_225.224997
1	28413	104064	132502	28413	28439	99.87	28596	132502	99.36	21.46	Ga0113589_116	NODE_5_length_132502_cov_199.228393
1	18638	37182	18545	18638	18638	99.99	18638	92195	100.00	20.22	Ga0113589_117	NODE_7_length_92195_cov_229.788767
1	22771	37083	59864	22771	22782	99.86	22771	92195	100.00	24.71	Ga0113589_118	NODE_7_length_92195_cov_229.788767
1	18864	96749	77870	18864	18880	99.92	18864	132502	100.00	14.25	Ga0113589_119	NODE_5_length_132502_cov_199.228393
