/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94253.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.269.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	59308	547541	488234	59308	59308	100.00	59308	759370	100.00	7.81	Ga0136512_101	NODE_1_length_759370_cov_9.408651
1	58185	74486	16302	58185	58185	100.00	58336	392175	99.74	14.84	Ga0136512_102	NODE_18_length_392175_cov_9.458727
1	54700	181768	127069	54700	54700	100.00	54700	392175	100.00	13.95	Ga0136512_103	NODE_18_length_392175_cov_9.458727
1	46371	387305	340935	46371	46371	100.00	46371	392175	100.00	11.82	Ga0136512_104	NODE_18_length_392175_cov_9.458727
1	45931	380178	426108	45931	45931	99.99	45931	759370	100.00	6.05	Ga0136512_105	NODE_1_length_759370_cov_9.408651
1	41468	107724	66257	41468	41468	100.00	41468	759370	100.00	5.46	Ga0136512_106	NODE_1_length_759370_cov_9.408651
1	39431	252143	212713	39431	39431	99.97	39431	392175	100.00	10.05	Ga0136512_107	NODE_18_length_392175_cov_9.458727
1	39082	208318	247399	39082	39082	99.99	39082	759370	100.00	5.15	Ga0136512_108	NODE_1_length_759370_cov_9.408651
1	38225	100549	62325	38225	38225	100.00	38225	188198	100.00	20.31	Ga0136512_109	NODE_100_length_188198_cov_9.063032
1	10115	10115	1	10115	10115	100.00	36307	57148	27.86	17.70	Ga0136512_110	NODE_914_length_57148_cov_9.114988
10841	20183	9343	1	9343	9343	100.00	36307	9343	25.73	100.00	Ga0136512_110	NODE_11049_length_9343_cov_9.127799
20131	36307	1	16177	16177	16177	99.99	36307	392175	44.56	4.12	Ga0136512_110	NODE_18_length_392175_cov_9.458727
1	33913	141594	107682	33913	33913	100.00	33913	759370	100.00	4.47	Ga0136512_111	NODE_1_length_759370_cov_9.408651
1	33803	28575	62377	33803	33803	100.00	33803	188198	100.00	17.96	Ga0136512_112	NODE_100_length_188198_cov_9.063032
1	33538	654178	687715	33538	33538	100.00	33538	759370	100.00	4.42	Ga0136512_113	NODE_1_length_759370_cov_9.408651
1	33195	14423	47617	33195	33195	100.00	33195	759370	100.00	4.37	Ga0136512_114	NODE_1_length_759370_cov_9.408651
1	32939	313560	280622	32939	32939	100.00	32939	392175	100.00	8.40	Ga0136512_115	NODE_18_length_392175_cov_9.458727
1	30690	630024	599335	30690	30690	100.00	30690	759370	100.00	4.04	Ga0136512_116	NODE_1_length_759370_cov_9.408651
1	30146	100489	130634	30146	30146	100.00	30146	188198	100.00	16.02	Ga0136512_117	NODE_100_length_188198_cov_9.063032
1	26902	74437	101338	26902	26902	100.00	31452	392175	85.53	6.86	Ga0136512_118	NODE_18_length_392175_cov_9.458727
26778	31452	101295	105970	4675	4676	99.96	31452	392175	14.86	1.19	Ga0136512_118	NODE_18_length_392175_cov_9.458727
1	28047	252478	280524	28047	28047	100.00	28047	392175	100.00	7.15	Ga0136512_119	NODE_18_length_392175_cov_9.458727
1	27192	181721	208912	27192	27192	100.00	27192	392175	100.00	6.93	Ga0136512_120	NODE_18_length_392175_cov_9.458727
