/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94264.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.112.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	1558	214906	213348	1558	1559	99.94	75104	703728	2.07	0.22	Ga0136522_1001	NODE_2_length_703728_cov_10.181370
1485	8560	213380	206304	7076	7077	99.99	75104	703728	9.42	1.01	Ga0136522_1001	NODE_2_length_703728_cov_10.181370
8505	75104	206204	139605	66600	66600	99.99	75104	703728	88.68	9.46	Ga0136522_1001	NODE_2_length_703728_cov_10.181370
1	62735	391067	453801	62735	62735	99.99	62735	703728	100.00	8.91	Ga0136522_1002	NODE_2_length_703728_cov_10.181370
1	14524	39423	53946	14524	14524	99.79	61906	53946	23.46	26.92	Ga0136522_1003	NODE_23_length_53946_cov_10.154052
16857	61906	10	45059	45050	45050	99.94	61906	714348	72.77	6.31	Ga0136522_1003	NODE_1_length_714348_cov_9.210285
1	56327	453754	510080	56327	56327	99.99	56327	703728	100.00	8.00	Ga0136522_1004	NODE_2_length_703728_cov_10.181370
1	49318	61	49378	49318	49318	99.99	49318	56162	100.00	87.81	Ga0136522_1005	NODE_22_length_56162_cov_9.841392
1	45940	181125	135186	45940	45940	100.00	45940	274825	100.00	16.72	Ga0136522_1006	NODE_3_length_274825_cov_9.083168
1	45477	51971	97447	45477	45477	99.99	45477	243169	100.00	18.70	Ga0136522_1007	NODE_4_length_243169_cov_9.241138
1	44596	95040	139635	44596	44596	99.99	44596	703728	100.00	6.34	Ga0136522_1008	NODE_2_length_703728_cov_10.181370
1	41767	68341	26575	41767	41767	100.00	41767	144931	100.00	28.82	Ga0136522_1009	NODE_12_length_144931_cov_9.875901
1	40681	241954	282634	40681	40681	100.00	40681	703728	100.00	5.78	Ga0136522_1010	NODE_2_length_703728_cov_10.181370
1	40104	146559	106456	40104	40104	99.99	40104	714348	100.00	5.61	Ga0136522_1011	NODE_1_length_714348_cov_9.210285
1	38969	174234	213202	38969	38969	100.00	38969	714348	100.00	5.46	Ga0136522_1012	NODE_1_length_714348_cov_9.210285
1	36326	185834	222159	36326	36326	99.99	36326	274825	100.00	13.22	Ga0136522_1013	NODE_3_length_274825_cov_9.083168
1	35919	210144	174226	35919	35919	100.00	35919	243169	100.00	14.77	Ga0136522_1014	NODE_4_length_243169_cov_9.241138
1	33661	395557	361897	33661	33661	100.00	33661	714348	100.00	4.71	Ga0136522_1015	NODE_1_length_714348_cov_9.210285
1	30802	95093	64292	30802	30802	100.00	30802	703728	100.00	4.38	Ga0136522_1016	NODE_2_length_703728_cov_10.181370
1	30231	308761	338991	30231	30231	99.99	30231	703728	100.00	4.30	Ga0136522_1017	NODE_2_length_703728_cov_10.181370
1	29332	47329	76660	29332	29332	99.99	29332	97011	100.00	30.24	Ga0136522_1018	NODE_18_length_97011_cov_9.588855
1	28961	10489	39449	28961	28961	100.00	28961	53946	100.00	53.69	Ga0136522_1019	NODE_23_length_53946_cov_10.154052
1	28723	124921	96199	28723	28723	99.99	28723	142574	100.00	20.15	Ga0136522_1020	NODE_13_length_142574_cov_8.334400
1	28699	345768	374466	28699	28699	100.00	28699	703728	100.00	4.08	Ga0136522_1021	NODE_2_length_703728_cov_10.181370
1	28575	9439	38013	28575	28575	100.00	28575	183982	100.00	15.53	Ga0136522_1022	NODE_7_length_183982_cov_8.460096
1	28408	46265	17858	28408	28408	100.00	28408	154354	100.00	18.40	Ga0136522_1023	NODE_9_length_154354_cov_8.773783
1	28140	590832	562693	28140	28140	99.99	28140	714348	100.00	3.94	Ga0136522_1024	NODE_1_length_714348_cov_9.210285
1	27727	10001	37727	27727	27727	99.99	27727	703728	100.00	3.94	Ga0136522_1025	NODE_2_length_703728_cov_10.181370
1	27536	674250	701785	27536	27536	99.99	27536	703728	100.00	3.91	Ga0136522_1026	NODE_2_length_703728_cov_10.181370
1	27290	136505	109216	27290	27290	100.00	27290	150614	100.00	18.12	Ga0136522_1027	NODE_11_length_150614_cov_8.927975
1	27115	70822	97936	27115	27115	100.00	27115	154354	100.00	17.57	Ga0136522_1028	NODE_9_length_154354_cov_8.773783
1	26971	90915	63945	26971	26971	100.00	26971	714348	100.00	3.78	Ga0136522_1029	NODE_1_length_714348_cov_9.210285
1	26898	20260	47157	26898	26898	99.99	26898	106692	100.00	25.21	Ga0136522_1030	NODE_16_length_106692_cov_8.953187
1	25954	99587	73634	25954	25954	100.00	25954	150614	100.00	17.23	Ga0136522_1031	NODE_11_length_150614_cov_8.927975
1	25454	95248	120701	25454	25454	99.99	25454	241770	100.00	10.53	Ga0136522_1032	NODE_5_length_241770_cov_9.152546
1	25011	634277	609267	25011	25011	100.00	25011	703728	100.00	3.55	Ga0136522_1033	NODE_2_length_703728_cov_10.181370
