/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79698.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.119.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	17893	339010	321118	17893	17893	100.00	17893	683925	100.00	2.62	Ga0113586_1001	NODE_1_length_683925_cov_9.829204
1	3164	17736	14573	3164	3164	99.97	3164	49139	100.00	6.44	Ga0113586_1002	NODE_14_length_49139_cov_8.194320
1	14152	71584	57433	14152	14152	100.00	14152	247680	100.00	5.71	Ga0113586_1003	NODE_3_length_247680_cov_9.063847
1	5298	11235	5937	5298	5299	99.98	5298	171258	100.00	3.09	Ga0113586_1004	NODE_7_length_171258_cov_7.948552
1	18323	168314	149992	18323	18323	99.99	18323	176808	100.00	10.36	Ga0113586_1005	NODE_6_length_176808_cov_8.383801
66	8039	9583	17556	7974	7974	99.94	8039	683925	99.19	1.17	Ga0113586_1006	NODE_1_length_683925_cov_9.829204
1	7574	219358	226931	7574	7574	99.99	7574	256504	100.00	2.95	Ga0113586_1007	NODE_2_length_256504_cov_9.600271
1	5392	24348	29739	5392	5392	99.98	5392	74518	100.00	7.24	Ga0113586_1008	NODE_12_length_74518_cov_7.986691
1	19342	7865	27206	19342	19342	99.99	19342	35915	100.00	53.85	Ga0113586_1009	NODE_18_length_35915_cov_8.458310
1	4755	23622	28376	4755	4755	100.00	4755	187155	100.00	2.54	Ga0113586_1010	NODE_5_length_187155_cov_8.234928
1	3346	39848	36503	3346	3346	100.00	3346	187155	100.00	1.79	Ga0113586_1011	NODE_5_length_187155_cov_8.234928
258	6426	144262	150430	6169	6169	100.00	6426	256504	96.00	2.41	Ga0113586_1012	NODE_2_length_256504_cov_9.600271
1	1051	614	1664	1051	1051	100.00	24787	1664	4.24	63.16	Ga0113586_1013	NODE_68_length_1664_cov_11.176507
2245	24787	682996	660454	22543	22543	99.99	24787	683925	90.95	3.30	Ga0113586_1013	NODE_1_length_683925_cov_9.829204
1	24758	134533	109776	24758	24758	99.99	24758	256504	100.00	9.65	Ga0113586_1014	NODE_2_length_256504_cov_9.600271
1	9010	146612	137603	9010	9010	100.00	9010	176808	100.00	5.10	Ga0113586_1015	NODE_6_length_176808_cov_8.383801
1	3225	49104	45881	3225	3224	99.97	3225	49139	100.00	6.56	Ga0113586_1016	NODE_14_length_49139_cov_8.194320
1	8806	60565	51760	8806	8806	100.00	8806	176808	100.00	4.98	Ga0113586_1017	NODE_6_length_176808_cov_8.383801
