/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94258.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.323.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	8304	9390	1087	8304	8304	99.98	8304	14384	100.00	57.73	Ga0136516_1001	NODE_6549_length_14384_cov_17.598576
1	23734	93446	117179	23734	23734	99.96	23734	496795	100.00	4.78	Ga0136516_1002	NODE_9_length_496795_cov_18.016387
1	15335	145240	129906	15335	15335	99.94	15335	251685	100.00	6.09	Ga0136516_1003	NODE_51_length_251685_cov_16.645575
1	19376	111295	91919	19376	19377	99.93	19376	197815	100.00	9.80	Ga0136516_1004	NODE_94_length_197815_cov_17.789907
1	11003	98189	109190	11003	11002	99.95	11003	146691	100.00	7.50	Ga0136516_1005	NODE_167_length_146691_cov_17.041947
1	8902	79682	70797	8902	8886	99.40	8902	224348	100.00	3.96	Ga0136516_1006	NODE_68_length_224348_cov_22.568560
1	5871	3090	8960	5871	5871	100.00	9912	8960	59.23	65.52	Ga0136516_1007	NODE_11628_length_8960_cov_20.790567
6724	9912	1	3189	3189	3189	100.00	9912	8960	32.17	35.59	Ga0136516_1007	NODE_11628_length_8960_cov_20.790567
1	24898	44733	19836	24898	24898	99.93	24898	197815	100.00	12.59	Ga0136516_1008	NODE_94_length_197815_cov_17.789907
1	7142	166403	159262	7142	7142	99.97	7142	166543	100.00	4.29	Ga0136516_1009	NODE_125_length_166543_cov_20.747495
1	26452	201037	227488	26452	26452	99.97	26452	251685	100.00	10.51	Ga0136516_1010	NODE_51_length_251685_cov_16.645575
1	23223	49564	26342	23223	23223	99.92	23223	251685	100.00	9.23	Ga0136516_1011	NODE_51_length_251685_cov_16.645575
