/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79706.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.36.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	12893	40119	27227	12893	12893	99.98	12893	42614	100.00	30.26	Ga0113594_1001	NODE_10_length_42614_cov_5.157452
1	9354	7250	16603	9354	9354	99.99	9354	41955	100.00	22.30	Ga0113594_1002	NODE_11_length_41955_cov_5.340692
1	9185	31127	40311	9185	9185	99.99	9185	77679	100.00	11.82	Ga0113594_1003	NODE_1_length_77679_cov_5.418324
1	9147	15010	24156	9147	9147	99.99	9147	43924	100.00	20.82	Ga0113594_1004	NODE_9_length_43924_cov_5.366569
1	4495	4495	1	4495	4495	100.00	9134	42614	49.21	10.55	Ga0113594_1005	NODE_10_length_42614_cov_5.157452
5501	9134	89	3722	3634	3634	99.78	9134	50054	39.79	7.26	Ga0113594_1005	NODE_5_length_50054_cov_5.083802
111	7561	1	7451	7451	7451	99.99	7561	40056	98.55	18.60	Ga0113594_1006	NODE_12_length_40056_cov_5.517462
1	7405	27245	19841	7405	7405	100.00	7405	42614	100.00	17.38	Ga0113594_1007	NODE_10_length_42614_cov_5.157452
1	6927	18180	25106	6927	6927	100.00	6927	30301	100.00	22.86	Ga0113594_1008	NODE_21_length_30301_cov_4.789096
1	6718	17381	10664	6718	6718	99.96	6718	21619	100.00	31.07	Ga0113594_1009	NODE_34_length_21619_cov_4.728112
1	6536	6536	1	6536	6536	100.00	6540	26782	99.94	24.40	Ga0113594_1010	NODE_25_length_26782_cov_5.164815
1	6502	12233	18734	6502	6502	99.78	6502	19301	100.00	33.69	Ga0113594_1011	NODE_40_length_19301_cov_5.058973
1	6486	8768	15253	6486	6486	100.00	6486	21848	100.00	29.69	Ga0113594_1012	NODE_33_length_21848_cov_4.770339
1	6329	7690	1362	6329	6329	100.00	6329	23990	100.00	26.38	Ga0113594_1013	NODE_29_length_23990_cov_4.617673
1	6282	61439	67720	6282	6282	99.98	6282	77679	100.00	8.09	Ga0113594_1014	NODE_1_length_77679_cov_5.418324
1	6177	8925	2749	6177	6177	99.97	6177	27026	100.00	22.86	Ga0113594_1015	NODE_24_length_27026_cov_5.712877
1	6129	13802	7674	6129	6129	100.00	6129	23111	100.00	26.52	Ga0113594_1016	NODE_32_length_23111_cov_4.389356
1	5897	267	6163	5897	5897	99.98	5897	63530	100.00	9.28	Ga0113594_1017	NODE_2_length_63530_cov_4.862434
1	5788	6834	12621	5788	5788	100.00	5788	63530	100.00	9.11	Ga0113594_1018	NODE_2_length_63530_cov_4.862434
1	5764	12748	18511	5764	5764	99.98	5764	36869	100.00	15.63	Ga0113594_1019	NODE_16_length_36869_cov_4.710219
75	4939	73351	68499	4865	4853	82.03	5641	77679	86.24	6.25	Ga0113594_1020	NODE_1_length_77679_cov_5.418324
1	5402	7111	1710	5402	5402	100.00	5402	77679	100.00	6.95	Ga0113594_1021	NODE_1_length_77679_cov_5.418324
7	1112	16081	17180	1106	1100	77.79	5346	40056	20.69	2.75	Ga0113594_1022	NODE_12_length_40056_cov_5.517462
1	5340	17191	22530	5340	5340	99.87	5340	45758	100.00	11.67	Ga0113594_1023	NODE_8_length_45758_cov_5.465702
1	5267	13136	7870	5267	5267	99.98	5267	26782	100.00	19.67	Ga0113594_1024	NODE_25_length_26782_cov_5.164815
1	5265	18797	24061	5265	5265	99.96	5265	37458	100.00	14.06	Ga0113594_1025	NODE_15_length_37458_cov_4.849290
72	5239	31705	36872	5168	5168	99.81	5239	41955	98.64	12.32	Ga0113594_1026	NODE_11_length_41955_cov_5.340692
1	5193	23439	18247	5193	5193	99.94	5193	45807	100.00	11.34	Ga0113594_1027	NODE_7_length_45807_cov_4.193019
1	5171	18630	13460	5171	5171	99.92	5171	26782	100.00	19.31	Ga0113594_1028	NODE_25_length_26782_cov_5.164815
1	3338	1115	4456	3338	3342	99.76	5161	4456	64.68	75.00	Ga0113594_1029	NODE_91_length_4456_cov_5.020616
3235	5161	2165	239	1927	1927	99.90	5161	2165	37.34	89.01	Ga0113594_1029	NODE_107_length_2165_cov_4.453555
1	5067	12709	7643	5067	5067	99.98	5067	63330	100.00	8.00	Ga0113594_1030	NODE_3_length_63330_cov_4.321675
1	5041	32816	27776	5041	5041	100.00	5041	40056	100.00	12.58	Ga0113594_1031	NODE_12_length_40056_cov_5.517462
1	4993	13129	18121	4993	4993	100.00	4993	29571	100.00	16.88	Ga0113594_1032	NODE_23_length_29571_cov_4.654560
1	4916	13861	18776	4916	4916	99.94	4980	37458	98.71	13.12	Ga0113594_1033	NODE_15_length_37458_cov_4.849290
1	4977	26478	31454	4977	4977	100.00	4977	45758	100.00	10.88	Ga0113594_1034	NODE_8_length_45758_cov_5.465702
1	4973	50355	55327	4973	4973	99.98	4973	57833	100.00	8.60	Ga0113594_1035	NODE_4_length_57833_cov_4.810101
1	4447	4447	1	4447	4447	99.98	4913	5871	90.51	75.75	Ga0113594_1036	NODE_79_length_5871_cov_5.461657
1	4821	8590	13410	4821	4821	99.98	4821	77679	100.00	6.21	Ga0113594_1037	NODE_1_length_77679_cov_5.418324
1	4802	37517	42318	4802	4802	100.00	4802	43924	100.00	10.93	Ga0113594_1038	NODE_9_length_43924_cov_5.366569
1	1949	9915	11863	1949	1949	89.99	4780	11894	40.77	16.39	Ga0113594_1039	NODE_53_length_11894_cov_5.209139
2822	4479	5866	4209	1658	1658	87.18	4780	5871	34.69	28.24	Ga0113594_1039	NODE_79_length_5871_cov_5.461657
636	3540	16327	13424	2905	2904	85.20	4715	16327	61.61	17.79	Ga0113594_1040	NODE_46_length_16327_cov_5.162365
415	2392	11884	9905	1978	1980	82.05	4709	16327	42.00	12.13	Ga0113594_1041	NODE_46_length_16327_cov_5.162365
1	4631	29676	25046	4631	4631	100.00	4631	50054	100.00	9.25	Ga0113594_1042	NODE_5_length_50054_cov_5.083802
1	4623	10319	5697	4623	4623	100.00	4623	30301	100.00	15.26	Ga0113594_1043	NODE_21_length_30301_cov_4.789096
1	4607	30694	26088	4607	4607	99.98	4607	43924	100.00	10.49	Ga0113594_1044	NODE_9_length_43924_cov_5.366569
1	4593	39749	35157	4593	4593	100.00	4593	63530	100.00	7.23	Ga0113594_1045	NODE_2_length_63530_cov_4.862434
1	4589	23813	28401	4589	4589	99.98	4589	77679	100.00	5.91	Ga0113594_1046	NODE_1_length_77679_cov_5.418324
4	4527	15142	10619	4524	4524	99.98	4527	42614	99.93	10.62	Ga0113594_1047	NODE_10_length_42614_cov_5.157452
1	2462	33656	36117	2462	2462	100.00	4478	36117	54.98	6.82	Ga0113594_1048	NODE_17_length_36117_cov_5.108175
1	4468	21720	26187	4468	4468	99.98	4468	40056	100.00	11.15	Ga0113594_1049	NODE_12_length_40056_cov_5.517462
1364	4457	3094	1	3094	3094	99.97	4457	3094	69.42	100.00	Ga0113594_1050	NODE_95_length_3094_cov_4.582757
1	4420	9242	4823	4420	4420	99.98	4420	17059	100.00	25.91	Ga0113594_1051	NODE_44_length_17059_cov_5.045813
