/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79701.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.2.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	90069	107857	17776	90069	90082	99.97	90069	152997	100.00	58.88	Ga0113589_101	NODE_150_length_152997_cov_198.109963
1	64987	180346	115337	64987	65010	99.95	64987	208077	100.00	31.24	Ga0113589_102	NODE_87_length_208077_cov_191.508898
1	51163	59255	8091	51163	51165	99.98	51163	107272	100.00	47.70	Ga0113589_103	NODE_299_length_107272_cov_209.464096
1	39247	131890	92643	39247	39248	99.81	39247	212993	100.00	18.43	Ga0113589_104	NODE_79_length_212993_cov_247.969550
1	44303	98197	53894	44303	44304	99.99	44303	208077	100.00	21.29	Ga0113589_105	NODE_87_length_208077_cov_191.508898
1	41310	10886	52205	41310	41320	99.93	41310	208077	100.00	19.86	Ga0113589_106	NODE_87_length_208077_cov_191.508898
1	46103	62177	16068	46103	46110	99.97	46103	67764	100.00	68.04	Ga0113589_107	NODE_674_length_67764_cov_181.341328
1	3371	14847	11470	3371	3378	99.76	59886	17462	5.63	19.34	Ga0113589_108	NODE_5100_length_17462_cov_191.599816
3368	14736	11369	1	11369	11369	99.98	59886	17462	18.98	65.11	Ga0113589_108	NODE_5100_length_17462_cov_191.599816
14682	59886	152997	107758	45205	45240	99.90	59886	152997	75.49	29.57	Ga0113589_108	NODE_150_length_152997_cov_198.109963
1	26188	13637	39840	26188	26204	99.89	26188	53677	100.00	48.82	Ga0113589_109	NODE_1019_length_53677_cov_224.553280
1	27244	27251	1	27244	27251	99.97	27244	27419	100.00	99.39	Ga0113589_110	NODE_2842_length_27419_cov_225.490243
1	28292	699	28989	28292	28291	99.99	28337	28989	99.84	97.59	Ga0113589_111	NODE_2621_length_28989_cov_199.811951
1	14015	26787	40773	14015	13987	99.19	26511	105030	52.86	13.32	Ga0113589_112	NODE_316_length_105030_cov_235.922143
438	26511	27164	53282	26074	26119	99.82	26511	105030	98.35	24.87	Ga0113589_112	NODE_316_length_105030_cov_235.922143
1	20913	32929	12021	20913	20909	99.82	20913	32931	100.00	63.49	Ga0113589_113	NODE_2212_length_32931_cov_215.115981
1	22141	22254	96	22141	22159	99.92	22141	105030	100.00	21.10	Ga0113589_114	NODE_316_length_105030_cov_235.922143
1	20657	104146	83490	20657	20657	100.00	20657	105030	100.00	19.67	Ga0113589_115	NODE_316_length_105030_cov_235.922143
1	28244	28273	1	28244	28273	99.90	28596	76930	98.77	36.75	Ga0113589_116	NODE_537_length_76930_cov_210.334608
1	18638	33397	14760	18638	18638	99.99	18638	33638	100.00	55.41	Ga0113589_117	NODE_2149_length_33638_cov_243.535688
358	22771	54639	32215	22414	22425	99.87	22771	54639	98.43	41.04	Ga0113589_118	NODE_994_length_54639_cov_243.172615
1	18864	35432	54311	18864	18880	99.92	18864	76930	100.00	24.54	Ga0113589_119	NODE_537_length_76930_cov_210.334608
96	9734	1	9638	9639	9638	99.70	18432	9638	52.29	100.00	Ga0113589_120	NODE_10627_length_9638_cov_229.838255
4361	6669	62220	59912	2309	2309	80.30	18432	63365	12.53	3.64	Ga0113589_120	NODE_753_length_63365_cov_220.927199
9658	18432	57288	48514	8775	8775	99.97	18432	63365	47.61	13.85	Ga0113589_120	NODE_753_length_63365_cov_220.927199
176	40578	53333	12890	40403	40444	99.89	40578	53333	99.57	75.83	Ga0113589_121	NODE_1033_length_53333_cov_208.475562
1	17158	180279	197435	17158	17157	99.99	17158	212993	100.00	8.06	Ga0113589_122	NODE_79_length_212993_cov_247.969550
1	21186	190	21395	21186	21206	99.90	21186	34092	100.00	62.20	Ga0113589_123	NODE_2108_length_34092_cov_218.022740
1	1671	172	1842	1671	1671	100.00	32952	1842	5.07	90.72	Ga0113589_124	NODE_104818_length_1842_cov_252.653609
1838	32952	1	31121	31115	31121	99.98	32952	54639	94.43	56.96	Ga0113589_124	NODE_994_length_54639_cov_243.172615
1	16104	16167	52	16104	16116	99.92	18328	67764	87.87	23.78	Ga0113589_125	NODE_674_length_67764_cov_181.341328
16693	18328	1	1637	1636	1637	99.45	18328	17032	8.93	9.61	Ga0113589_125	NODE_5278_length_17032_cov_188.264711
1	28699	1	28712	28699	28712	99.95	28699	32505	100.00	88.33	Ga0113589_126	NODE_2250_length_32505_cov_201.422311
1	15637	31299	15663	15637	15637	100.00	15637	39163	100.00	39.93	Ga0113589_127	NODE_1710_length_39163_cov_216.610182
1	26281	55691	82012	26281	26322	99.84	26281	105030	100.00	25.06	Ga0113589_128	NODE_316_length_105030_cov_235.922143
1	16022	57983	74013	16022	16031	99.68	16022	76930	100.00	20.84	Ga0113589_129	NODE_537_length_76930_cov_210.334608
585	14773	15517	1335	14189	14183	99.96	14773	15870	96.05	89.37	Ga0113589_130	NODE_5779_length_15870_cov_212.487385
1	13696	39982	53677	13696	13696	100.00	13975	53677	98.00	25.52	Ga0113589_131	NODE_1019_length_53677_cov_224.553280
1	13736	13736	1	13736	13736	100.00	14683	53677	93.55	25.59	Ga0113589_132	NODE_1019_length_53677_cov_224.553280
1	13552	114651	101100	13552	13552	100.00	13552	208077	100.00	6.51	Ga0113589_133	NODE_87_length_208077_cov_191.508898
1	1130	317	1460	1130	1144	98.51	13171	1460	8.58	78.36	Ga0113589_134	NODE_148773_length_1460_cov_311.172954
1076	13171	1	12096	12096	12096	99.98	13171	32931	91.84	36.73	Ga0113589_134	NODE_2212_length_32931_cov_215.115981
1	12944	84196	71245	12944	12952	99.87	12944	107272	100.00	12.07	Ga0113589_135	NODE_299_length_107272_cov_209.464096
1	12985	12989	1	12985	12989	99.97	14795	53333	87.77	24.35	Ga0113589_136	NODE_1033_length_53333_cov_208.475562
12931	14759	1828	1	1829	1828	99.95	14795	1828	12.36	100.00	Ga0113589_136	NODE_105997_length_1828_cov_202.453469
1	21855	28346	6482	21855	21865	99.88	22318	63365	97.93	34.51	Ga0113589_137	NODE_753_length_63365_cov_220.927199
1	12004	17633	5623	12004	12011	99.93	12004	20083	100.00	59.81	Ga0113589_138	NODE_4257_length_20083_cov_229.771770
1	5975	5884	11858	5975	5975	100.00	11806	11858	50.61	50.39	Ga0113589_139	NODE_8277_length_11858_cov_216.518343
6290	11806	6	5522	5517	5517	99.89	11806	20083	46.73	27.47	Ga0113589_139	NODE_4257_length_20083_cov_229.771770
1	10241	10241	1	10241	10241	100.00	10881	15248	94.12	67.16	Ga0113589_140	NODE_6070_length_15248_cov_221.241822
1	10907	10950	39	10907	10912	99.95	19272	208077	56.60	5.24	Ga0113589_141	NODE_87_length_208077_cov_191.508898
1	21737	85531	107272	21737	21742	99.95	21835	107272	99.55	20.27	Ga0113589_142	NODE_299_length_107272_cov_209.464096
1	10272	91423	81152	10272	10272	100.00	10272	212993	100.00	4.82	Ga0113589_143	NODE_79_length_212993_cov_247.969550
1	25769	37123	11303	25769	25821	99.74	25769	212993	100.00	12.12	Ga0113589_144	NODE_79_length_212993_cov_247.969550
1	10497	12065	1538	10497	10528	99.71	10497	17032	100.00	61.81	Ga0113589_145	NODE_5278_length_17032_cov_188.264711
1	15818	147631	131791	15818	15841	99.85	15818	212993	100.00	7.44	Ga0113589_146	NODE_79_length_212993_cov_247.969550
1	8625	42047	33423	8625	8625	100.00	8625	63365	100.00	13.61	Ga0113589_147	NODE_753_length_63365_cov_220.927199
1	8321	272	8592	8321	8321	99.95	8321	152997	100.00	5.44	Ga0113589_148	NODE_150_length_152997_cov_198.109963
1	8168	8179	1	8168	8179	99.87	8279	107272	98.66	7.62	Ga0113589_149	NODE_299_length_107272_cov_209.464096
1	13650	151788	165450	13650	13663	99.90	13650	212993	100.00	6.41	Ga0113589_150	NODE_79_length_212993_cov_247.969550
1	7642	31469	39110	7642	7642	100.00	7642	39163	100.00	19.51	Ga0113589_151	NODE_1710_length_39163_cov_216.610182
1	7335	8123	15457	7335	7335	99.99	7335	39163	100.00	18.73	Ga0113589_153	NODE_1710_length_39163_cov_216.610182
1	6285	197336	203620	6285	6285	99.98	6285	212993	100.00	2.95	Ga0113589_154	NODE_79_length_212993_cov_247.969550
1	5999	212814	206816	5999	5999	100.00	5999	212993	100.00	2.82	Ga0113589_155	NODE_79_length_212993_cov_247.969550
1	8439	81251	72785	8439	8467	99.67	8439	212993	100.00	3.98	Ga0113589_156	NODE_79_length_212993_cov_247.969550
1	8927	14122	5182	8927	8941	99.72	8927	16800	100.00	53.22	Ga0113589_157	NODE_5366_length_16800_cov_237.005494
1	7499	9	7521	7499	7513	99.80	7721	7521	97.12	99.89	Ga0113589_158	NODE_14640_length_7521_cov_210.825342
2215	8797	1631	8222	6583	6592	99.86	8797	39163	74.83	16.83	Ga0113589_159	NODE_1710_length_39163_cov_216.610182
1	5599	4	5602	5599	5599	100.00	5599	11858	100.00	47.22	Ga0113589_160	NODE_8277_length_11858_cov_216.518343
1	5130	10116	15252	5130	5137	99.86	5130	152997	100.00	3.36	Ga0113589_163	NODE_150_length_152997_cov_198.109963
1	4633	4632	1	4633	4632	99.70	4709	7120	98.39	65.06	Ga0113589_164	NODE_15682_length_7120_cov_228.171267
1	5818	171182	165351	5818	5832	99.76	5818	212993	100.00	2.74	Ga0113589_165	NODE_79_length_212993_cov_247.969550
1	4162	33579	29418	4162	4162	100.00	4162	34092	100.00	12.21	Ga0113589_166	NODE_2108_length_34092_cov_218.022740
1	4312	46544	42230	4312	4315	99.93	4312	63365	100.00	6.81	Ga0113589_167	NODE_753_length_63365_cov_220.927199
1	5801	6136	327	5801	5810	99.72	5801	6250	100.00	92.96	Ga0113589_168	NODE_18759_length_6250_cov_253.692494
1	3795	61856	65650	3795	3795	100.00	3795	107272	100.00	3.54	Ga0113589_169	NODE_299_length_107272_cov_209.464096
1	3711	66550	70260	3711	3711	99.97	3711	212993	100.00	1.74	Ga0113589_170	NODE_79_length_212993_cov_247.969550
1	4019	5118	1088	4019	4031	99.70	4019	16800	100.00	23.99	Ga0113589_171	NODE_5366_length_16800_cov_237.005494
385	3368	2984	1	2984	2984	100.00	3368	2984	88.60	100.00	Ga0113589_172	NODE_52059_length_2984_cov_198.416183
1	3598	29517	25916	3598	3602	99.89	3598	34092	100.00	10.57	Ga0113589_173	NODE_2108_length_34092_cov_218.022740
1	3038	29440	32477	3038	3038	100.00	3038	32505	100.00	9.35	Ga0113589_174	NODE_2250_length_32505_cov_201.422311
46	4317	1	4275	4272	4275	99.72	4720	4275	90.51	100.00	Ga0113589_176	NODE_31549_length_4275_cov_219.086967
1	2835	2264	5102	2835	2839	98.87	3362	5102	84.32	55.64	Ga0113589_177	NODE_24690_length_5102_cov_204.280563
1	3511	83	3602	3511	3520	99.55	4035	3621	87.01	97.21	Ga0113589_178	NODE_39724_length_3621_cov_236.112170
1	4592	67034	71659	4592	4626	99.24	4592	107272	100.00	4.31	Ga0113589_180	NODE_299_length_107272_cov_209.464096
