/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79712.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.186.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	10485	28064	17580	10485	10485	99.99	10485	107666	100.00	9.74	Ga0113601_1005	NODE_296_length_107666_cov_8.627259
1	10470	5299	15768	10470	10470	99.97	10470	40601	100.00	25.79	Ga0113601_1008	NODE_1617_length_40601_cov_8.754304
1	5247	54180	59426	5247	5247	99.98	5247	68507	100.00	7.66	Ga0113601_1021	NODE_658_length_68507_cov_7.842795
1	3411	10598	7188	3411	3411	100.00	3411	12929	100.00	26.38	Ga0113601_1026	NODE_7464_length_12929_cov_7.666149
1	5123	28181	23059	5123	5123	99.98	5123	40493	100.00	12.65	Ga0113601_1028	NODE_1623_length_40493_cov_8.324620
1	4992	66923	71914	4992	4992	99.98	4992	180756	100.00	2.76	Ga0113601_1034	NODE_108_length_180756_cov_8.044189
1	4191	39314	35124	4191	4191	100.00	4191	129014	100.00	3.25	Ga0113601_1037	NODE_214_length_129014_cov_8.156081
1	3548	16613	20160	3548	3548	99.61	3548	116725	100.00	3.04	Ga0113601_1038	NODE_256_length_116725_cov_8.942427
1	4962	84268	79307	4962	4962	99.92	4962	111826	100.00	4.44	Ga0113601_1039	NODE_275_length_111826_cov_8.501651
1	3389	30112	33500	3389	3389	99.88	3389	84139	100.00	4.03	Ga0113601_1040	NODE_451_length_84139_cov_8.195519
1	3311	73021	76331	3311	3311	99.97	3311	94004	100.00	3.52	Ga0113601_1043	NODE_392_length_94004_cov_7.768481
1	4622	42703	38082	4622	4622	100.00	4622	108882	100.00	4.24	Ga0113601_1044	NODE_291_length_108882_cov_9.060711
1	21256	98947	77692	21256	21256	99.99	21256	163282	100.00	13.02	Ga0113601_1049	NODE_130_length_163282_cov_9.255914
1	6725	2862	9586	6725	6725	100.00	6725	40557	100.00	16.58	Ga0113601_1050	NODE_1618_length_40557_cov_8.392820
1	3443	10813	7371	3443	3443	99.94	3443	20173	100.00	17.07	Ga0113601_1054	NODE_4236_length_20173_cov_8.191172
64	3112	56807	59855	3049	3049	99.93	3112	180756	97.98	1.69	Ga0113601_1055	NODE_108_length_180756_cov_8.044189
1	16188	19505	3318	16188	16188	99.95	16188	21319	100.00	75.93	Ga0113601_1063	NODE_3945_length_21319_cov_8.848523
1	12164	42618	54780	12164	12163	99.88	12164	108882	100.00	11.17	Ga0113601_1064	NODE_291_length_108882_cov_9.060711
1	12155	46247	58401	12155	12155	99.94	12155	111826	100.00	10.87	Ga0113601_1066	NODE_275_length_111826_cov_8.501651
1	2218	105449	107666	2218	2218	99.73	4811	107666	46.10	2.06	Ga0113601_1067	NODE_296_length_107666_cov_8.627259
2164	4811	1	2648	2648	2648	99.96	4811	40601	55.04	6.52	Ga0113601_1067	NODE_1617_length_40601_cov_8.754304
1	13778	12726	26503	13778	13778	99.97	13778	163282	100.00	8.44	Ga0113601_1071	NODE_130_length_163282_cov_9.255914
1	7321	31827	24507	7321	7321	99.99	7321	70077	100.00	10.45	Ga0113601_1074	NODE_633_length_70077_cov_7.632058
1	7363	88187	95549	7363	7363	99.95	7363	107666	100.00	6.84	Ga0113601_1075	NODE_296_length_107666_cov_8.627259
1	4582	33432	38013	4582	4582	100.00	4582	108882	100.00	4.21	Ga0113601_1076	NODE_291_length_108882_cov_9.060711
1	3989	35658	39646	3989	3989	99.72	3990	40493	99.97	9.85	Ga0113601_1080	NODE_1623_length_40493_cov_8.324620
1	3404	114407	117808	3404	3402	99.94	3404	180756	100.00	1.88	Ga0113601_1084	NODE_108_length_180756_cov_8.044189
