/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79717.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.29.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
984	3282	1	2299	2299	2299	99.83	3282	9166	70.05	25.08	Ga0113606_1001	NODE_11314_length_9166_cov_110.285918
1	4580	16971	12392	4580	4580	99.87	4580	27534	100.00	16.63	Ga0113606_1002	NODE_2821_length_27534_cov_97.378143
1	3720	44508	40789	3720	3720	99.97	3720	62552	100.00	5.95	Ga0113606_1003	NODE_778_length_62552_cov_106.085044
562	5437	9748	4879	4876	4870	99.59	5437	9748	89.68	49.96	Ga0113606_1004	NODE_10475_length_9748_cov_89.824100
1	5865	17566	23432	5865	5867	99.88	5865	69282	100.00	8.47	Ga0113606_1005	NODE_643_length_69282_cov_94.593439
1	3208	28317	31522	3208	3206	99.69	3208	47917	100.00	6.69	Ga0113606_1006	NODE_1239_length_47917_cov_93.197108
1	3494	42960	39467	3494	3494	99.80	3494	43876	100.00	7.96	Ga0113606_1007	NODE_1426_length_43876_cov_106.683257
1	3009	3047	6050	3009	3004	99.27	3009	6134	100.00	48.97	Ga0113606_1008	NODE_19247_length_6134_cov_105.360257
1	4109	17044	21152	4109	4109	99.95	4109	45946	100.00	8.94	Ga0113606_1009	NODE_1328_length_45946_cov_106.201543
1	6272	14402	20684	6272	6283	99.70	6272	30867	100.00	20.36	Ga0113606_1010	NODE_2417_length_30867_cov_107.506718
1	3388	29	3407	3388	3379	99.32	3388	5002	100.00	67.55	Ga0113606_1011	NODE_25368_length_5002_cov_99.663028
1	3477	28224	31701	3477	3478	99.88	3477	33702	100.00	10.32	Ga0113606_1012	NODE_2145_length_33702_cov_101.104467
1	3707	24879	28592	3707	3714	98.95	3707	46980	100.00	7.91	Ga0113606_1013	NODE_1278_length_46980_cov_108.828791
1	10476	49899	39433	10476	10467	99.81	10476	69282	100.00	15.11	Ga0113606_1014	NODE_643_length_69282_cov_94.593439
1	3269	3262	1	3269	3262	99.69	7247	33702	45.11	9.68	Ga0113606_1015	NODE_2145_length_33702_cov_101.104467
4018	7247	11946	8718	3230	3229	99.72	7247	11946	44.57	27.03	Ga0113606_1015	NODE_8201_length_11946_cov_99.855353
926	2288	1	1363	1363	1363	99.85	3073	1363	44.35	100.00	Ga0113606_1016	NODE_165646_length_1363_cov_79.076453
3371	4642	46980	45698	1272	1283	98.36	4642	46980	27.40	2.73	Ga0113606_1018	NODE_1278_length_46980_cov_108.828791
