/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79705.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.18.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1288	2418	1131	1	1131	1131	98.67	3020	1131	37.45	100.00	Ga0113593_1001	NODE_221302_length_1131_cov_35.068773
46	3236	3192	1	3191	3192	98.90	3443	3192	92.68	100.00	Ga0113593_1002	NODE_47390_length_3192_cov_16.781957
1	1705	4096	2406	1705	1691	99.12	3018	6049	56.49	27.96	Ga0113593_1003	NODE_19632_length_6049_cov_45.384051
1651	3018	2305	938	1368	1368	99.27	3018	6049	45.33	22.62	Ga0113593_1003	NODE_19632_length_6049_cov_45.384051
1	16952	17054	102	16952	16953	99.99	16952	17702	100.00	95.77	Ga0113593_1004	NODE_5017_length_17702_cov_35.145294
15830	16952	6112	4988	1123	1125	88.81	16952	6117	6.62	18.39	Ga0113593_1004	NODE_19321_length_6117_cov_35.035467
1	2803	2803	1	2803	2803	100.00	4178	5906	67.09	47.46	Ga0113593_1008	NODE_20310_length_5906_cov_22.692873
2749	4178	1	1425	1430	1425	98.46	4178	8784	34.23	16.22	Ga0113593_1008	NODE_11958_length_8784_cov_28.950166
340	2275	1931	1	1936	1931	97.57	3115	1931	62.15	100.00	Ga0113593_1011	NODE_97765_length_1931_cov_33.236141
1	4733	6068	10836	4733	4769	98.85	4733	11999	100.00	39.74	Ga0113593_1014	NODE_8154_length_11999_cov_31.452696
46	3248	5906	2704	3203	3203	98.44	3248	5906	98.61	54.23	Ga0113593_1016	NODE_20310_length_5906_cov_22.692873
1	1065	1065	1	1065	1065	99.15	4468	20437	23.84	5.21	Ga0113593_1017	NODE_4174_length_20437_cov_26.449269
704	2068	2	1366	1365	1365	97.22	4468	1366	30.55	99.93	Ga0113593_1017	NODE_165138_length_1366_cov_19.083143
2014	4468	1	2464	2455	2464	99.63	4468	2547	54.95	96.74	Ga0113593_1017	NODE_65198_length_2547_cov_25.754013
1	2440	2449	1	2440	2449	99.06	3776	20298	64.62	12.07	Ga0113593_1018	NODE_4201_length_20298_cov_35.346638
2166	3327	1162	1	1162	1162	98.80	3327	1162	34.93	100.00	Ga0113593_1020	NODE_212192_length_1162_cov_27.850045
1	2210	306	2515	2210	2210	92.41	3291	2515	67.15	87.87	Ga0113593_1022	NODE_66453_length_2515_cov_65.530894
15	1060	1046	1	1046	1046	88.62	3291	1363	31.78	76.74	Ga0113593_1022	NODE_165654_length_1363_cov_13.333333
1	1740	2540	4279	1740	1740	100.00	3117	6016	55.82	28.92	Ga0113593_1023	NODE_19773_length_6016_cov_19.774031
1686	3117	4380	5811	1432	1432	98.11	3117	6016	45.94	23.80	Ga0113593_1023	NODE_19773_length_6016_cov_19.774031
752	3513	2768	1	2762	2768	99.78	3558	2768	77.63	100.00	Ga0113593_1025	NODE_57876_length_2768_cov_41.420568
1	1644	4748	6391	1644	1644	94.53	3681	6391	44.66	25.72	Ga0113593_1026	NODE_18152_length_6391_cov_28.224274
1	4155	6634	10788	4155	4155	99.83	4155	11837	100.00	35.10	Ga0113593_1027	NODE_8291_length_11837_cov_30.401375
775	4257	8300	4818	3483	3483	99.74	4257	8300	81.82	41.96	Ga0113593_1028	NODE_12867_length_8300_cov_32.534021
373	3793	3421	1	3421	3421	99.97	3840	3421	89.09	100.00	Ga0113593_1029	NODE_43000_length_3421_cov_28.450386
46	3746	1	3701	3701	3701	99.97	3791	3701	97.63	100.00	Ga0113593_1030	NODE_38517_length_3701_cov_19.503566
1	8700	559	9258	8700	8700	100.00	8847	9258	98.34	93.97	Ga0113593_1032	NODE_11176_length_9258_cov_27.739541
1	1400	4628	6027	1400	1400	99.93	5498	11290	25.46	12.40	Ga0113593_1033	NODE_8756_length_11290_cov_29.865955
2020	3615	6128	7723	1596	1596	99.06	5498	11290	29.03	14.14	Ga0113593_1033	NODE_8756_length_11290_cov_29.865955
3896	5498	7824	9439	1603	1616	98.64	5498	11290	29.16	14.31	Ga0113593_1033	NODE_8756_length_11290_cov_29.865955
1	2816	2873	18	2816	2856	97.44	3317	5241	84.90	54.49	Ga0113593_1034	NODE_23769_length_5241_cov_35.024489
595	3530	1	2926	2936	2926	94.72	3530	3277	83.17	89.29	Ga0113593_1036	NODE_45690_length_3277_cov_46.318125
1759	3530	2099	328	1772	1772	94.36	3530	2099	50.20	84.42	Ga0113593_1036	NODE_86455_length_2099_cov_42.195205
4098	6490	2571	167	2393	2405	86.14	8107	4367	29.52	55.07	Ga0113593_1038	NODE_30621_length_4367_cov_38.582560
1	2436	2242	4677	2436	2436	100.00	3031	4677	80.37	52.08	Ga0113593_1039	NODE_27824_length_4677_cov_21.184985
72	4079	4008	1	4008	4008	99.95	4619	4008	86.77	100.00	Ga0113593_1040	NODE_34422_length_4008_cov_51.885151
764	1800	817	1853	1037	1037	91.90	4619	1853	22.45	55.96	Ga0113593_1040	NODE_103927_length_1853_cov_27.050056
1280	7569	2805	9106	6290	6302	99.62	7569	10682	83.10	59.00	Ga0113593_1041	NODE_9417_length_10682_cov_32.661711
1	1764	1959	3715	1764	1757	97.46	3027	3715	58.28	47.29	Ga0113593_1043	NODE_38303_length_3715_cov_36.169945
1	1642	1649	1	1642	1649	97.70	3064	1808	53.59	91.21	Ga0113593_1044	NODE_107698_length_1808_cov_33.013691
4388	5621	1234	1	1234	1234	99.84	7058	1234	17.48	100.00	Ga0113593_1046	NODE_193180_length_1234_cov_21.358779
1831	3032	1	1202	1202	1202	93.52	3295	1358	36.48	88.51	Ga0113593_1047	NODE_166541_length_1358_cov_27.831926
1	3321	3321	1	3321	3321	99.70	3852	3661	86.21	90.71	Ga0113593_1048	NODE_39104_length_3661_cov_27.911814
1	2068	2102	1	2068	2102	97.48	3124	2321	66.20	90.56	Ga0113593_1050	NODE_74580_length_2321_cov_34.124007
58	2668	2611	1	2611	2611	100.00	4781	2611	54.61	100.00	Ga0113593_1051	NODE_62880_length_2611_cov_23.148279
3269	4741	1473	1	1473	1473	99.66	4781	1473	30.81	100.00	Ga0113593_1051	NODE_146831_length_1473_cov_24.021157
900	2596	2642	4338	1697	1697	89.63	3919	4338	43.30	39.12	Ga0113593_1053	NODE_30922_length_4338_cov_41.366565
900	2426	1234	2761	1527	1528	84.45	3919	2761	38.96	55.34	Ga0113593_1053	NODE_58076_length_2761_cov_43.424242
1	3069	3079	1	3069	3079	99.55	3601	4338	85.23	70.98	Ga0113593_1054	NODE_30922_length_4338_cov_41.366565
1	1661	1671	1	1661	1671	87.33	3601	2761	46.13	60.52	Ga0113593_1054	NODE_58076_length_2761_cov_43.424242
48	5032	1	4985	4985	4985	100.00	7495	4985	66.51	100.00	Ga0113593_1055	NODE_25473_length_4985_cov_34.351521
1	3169	1432	4601	3169	3170	99.62	3196	13127	99.16	24.15	Ga0113593_1056	NODE_7325_length_13127_cov_30.574816
231	2877	1	2649	2647	2649	99.51	3804	2649	69.58	100.00	Ga0113593_1058	NODE_61626_length_2649_cov_32.236700
1013	3043	1	2041	2031	2041	96.37	6193	3605	32.80	56.62	Ga0113593_1059	NODE_39950_length_3605_cov_27.111831
3298	4761	2142	3605	1464	1464	96.72	6193	3605	23.64	40.61	Ga0113593_1059	NODE_39950_length_3605_cov_27.111831
4707	6193	4513	3032	1487	1482	99.53	6193	4513	24.01	32.84	Ga0113593_1059	NODE_29250_length_4513_cov_27.318528
1	1292	1600	2891	1292	1292	99.61	3006	2891	42.98	44.69	Ga0113593_1061	NODE_54375_length_2891_cov_35.421016
457	1534	1	1078	1078	1078	88.78	4402	2461	24.49	43.80	Ga0113593_1062	NODE_68578_length_2461_cov_21.463425
1	4330	11184	15520	4330	4337	99.40	4330	20298	100.00	21.37	Ga0113593_1063	NODE_4201_length_20298_cov_35.346638
387	3258	6402	3527	2872	2876	98.44	3258	7831	88.15	36.73	Ga0113593_1064	NODE_13856_length_7831_cov_30.987783
679	1800	1	1122	1122	1122	96.17	3971	1122	28.25	100.00	Ga0113593_1065	NODE_224025_length_1122_cov_31.049672
1	3617	7873	4245	3617	3629	99.06	3617	15484	100.00	23.44	Ga0113593_1067	NODE_5953_length_15484_cov_31.367231
1	2394	1918	4311	2394	2394	99.54	3435	4311	69.69	55.53	Ga0113593_1069	NODE_31182_length_4311_cov_34.918468
1847	3438	1	1586	1592	1586	99.25	4126	1586	38.58	100.00	Ga0113593_1070	NODE_131218_length_1586_cov_29.554540
2628	5381	2894	141	2754	2754	99.31	5381	2902	51.18	94.90	Ga0113593_1072	NODE_54101_length_2902_cov_22.303477
1	3068	1660	4727	3068	3068	99.32	3068	11290	100.00	27.17	Ga0113593_1073	NODE_8756_length_11290_cov_29.865955
