/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94264.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.312.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	1540	365978	367517	1540	1540	100.00	75104	580752	2.05	0.27	Ga0136522_1001	NODE_4_length_580752_cov_10.440455
1504	75104	367618	441218	73601	73601	99.99	75104	580752	98.00	12.67	Ga0136522_1001	NODE_4_length_580752_cov_10.440455
1	62735	189817	127083	62735	62735	99.99	62735	580752	100.00	10.80	Ga0136522_1002	NODE_4_length_580752_cov_10.440455
1	14392	14392	1	14392	14392	100.00	61906	53717	23.25	26.79	Ga0136522_1003	NODE_1016_length_53717_cov_10.449014
16981	61906	101050	56125	44926	44926	99.99	61906	101050	72.57	44.46	Ga0136522_1003	NODE_346_length_101050_cov_10.015407
1	56327	127130	70804	56327	56327	99.99	56327	580752	100.00	9.70	Ga0136522_1004	NODE_4_length_580752_cov_10.440455
39	49318	1	49280	49280	49280	99.99	49318	83141	99.92	59.27	Ga0136522_1005	NODE_460_length_83141_cov_9.783369
1	45940	69066	115005	45940	45940	100.00	45940	242217	100.00	18.97	Ga0136522_1006	NODE_55_length_242217_cov_9.244241
1	45477	157935	112459	45477	45477	99.99	45477	209778	100.00	21.68	Ga0136522_1007	NODE_83_length_209778_cov_9.319402
1	44596	485783	441188	44596	44596	99.99	44596	580752	100.00	7.68	Ga0136522_1008	NODE_4_length_580752_cov_10.440455
1	41767	44301	2535	41767	41767	100.00	41767	217800	100.00	19.18	Ga0136522_1009	NODE_75_length_217800_cov_9.986172
1	40681	338930	298250	40681	40681	100.00	40681	580752	100.00	7.00	Ga0136522_1010	NODE_4_length_580752_cov_10.440455
1	40104	297627	337730	40104	40104	99.99	40104	343057	100.00	11.69	Ga0136522_1011	NODE_24_length_343057_cov_9.667206
1	38969	269952	230984	38969	38969	100.00	38969	343057	100.00	11.36	Ga0136522_1012	NODE_24_length_343057_cov_9.667206
1	36326	64357	28032	36326	36326	99.99	36326	242217	100.00	15.00	Ga0136522_1013	NODE_55_length_242217_cov_9.244241
240	35919	1	35680	35680	35680	100.00	35919	209778	99.33	17.01	Ga0136522_1014	NODE_83_length_209778_cov_9.319402
1	33661	48629	82289	33661	33661	100.00	33661	343057	100.00	9.81	Ga0136522_1015	NODE_24_length_343057_cov_9.667206
1	30802	485730	516531	30802	30802	100.00	30802	580752	100.00	5.30	Ga0136522_1016	NODE_4_length_580752_cov_10.440455
1	30231	272123	241893	30231	30231	99.99	30231	580752	100.00	5.21	Ga0136522_1017	NODE_4_length_580752_cov_10.440455
1	29332	170407	141076	29332	29332	99.99	29332	217800	100.00	13.47	Ga0136522_1018	NODE_75_length_217800_cov_9.986172
1	28961	43326	14366	28961	28961	100.00	28961	53717	100.00	53.91	Ga0136522_1019	NODE_1016_length_53717_cov_10.449014
1	28723	124742	96020	28723	28723	99.99	28723	129755	100.00	22.14	Ga0136522_1020	NODE_211_length_129755_cov_8.520093
1	28699	235116	206418	28699	28699	100.00	28699	580752	100.00	4.94	Ga0136522_1021	NODE_4_length_580752_cov_10.440455
1	28575	174456	145882	28575	28575	100.00	28575	183785	100.00	15.55	Ga0136522_1022	NODE_103_length_183785_cov_8.672421
1	28408	46265	17858	28408	28408	100.00	28408	137557	100.00	20.65	Ga0136522_1023	NODE_191_length_137557_cov_8.996582
