/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79719.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.274.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
2	3930	16041	12113	3929	3929	99.36	3930	72810	99.97	5.40	Ga0113608_101	NODE_600_length_72810_cov_31.050430
429	6997	6561	1	6569	6561	99.65	9955	13820	65.99	47.47	Ga0113608_102	NODE_6861_length_13820_cov_37.737377
210	9028	1	8819	8819	8819	99.98	9146	8819	96.42	100.00	Ga0113608_103	NODE_11883_length_8819_cov_39.156892
1	63919	7255	71192	63919	63938	99.97	63919	81802	100.00	78.16	Ga0113608_104	NODE_470_length_81802_cov_33.001872
1	36526	7077	43599	36526	36523	99.99	36526	151751	100.00	24.07	Ga0113608_105	NODE_152_length_151751_cov_39.902351
1	17111	16500	33610	17111	17111	100.00	36663	33610	46.67	50.91	Ga0113608_108	NODE_2150_length_33610_cov_32.638951
17057	36445	1	19413	19389	19413	99.88	36663	19413	52.88	100.00	Ga0113608_108	NODE_4438_length_19413_cov_33.221097
1	5824	9679	3856	5824	5824	99.74	5824	11790	100.00	49.40	Ga0113608_109	NODE_8334_length_11790_cov_24.237580
1	31394	39780	71173	31394	31394	100.00	66318	71173	47.34	44.11	Ga0113608_111	NODE_620_length_71173_cov_29.488906
31340	66273	1	34934	34934	34934	100.00	66318	34934	52.68	100.00	Ga0113608_111	NODE_2038_length_34934_cov_28.475300
1	7514	6307	13820	7514	7514	100.00	66189	13820	11.35	54.37	Ga0113608_112	NODE_6861_length_13820_cov_37.737377
7460	65150	57691	1	57691	57691	100.00	66189	57691	87.16	100.00	Ga0113608_112	NODE_893_length_57691_cov_38.144337
1	7208	15652	22868	7208	7217	98.73	7651	72810	94.21	9.91	Ga0113608_113	NODE_600_length_72810_cov_31.050430
46	12815	1	12764	12770	12764	99.08	12965	72810	98.50	17.53	Ga0113608_114	NODE_600_length_72810_cov_31.050430
46	8449	1	8404	8404	8404	100.00	8449	8999	99.47	93.39	Ga0113608_115	NODE_11577_length_8999_cov_31.908207
1	10565	110966	121530	10565	10565	100.00	10610	121530	99.58	8.69	Ga0113608_116	NODE_235_length_121530_cov_26.785841
1	35180	44294	79474	35180	35181	99.99	35180	151751	100.00	23.18	Ga0113608_117	NODE_152_length_151751_cov_39.902351
46	6380	6335	1	6335	6335	100.00	31643	6335	20.02	100.00	Ga0113608_118	NODE_18390_length_6335_cov_24.638854
6326	8374	2056	1	2049	2056	99.66	31643	2056	6.48	100.00	Ga0113608_118	NODE_89032_length_2056_cov_49.740630
8320	10958	1	2644	2639	2644	99.81	31643	2644	8.34	100.00	Ga0113608_118	NODE_61789_length_2644_cov_26.053689
10904	30677	1	19774	19774	19774	100.00	31643	19774	62.49	100.00	Ga0113608_118	NODE_4335_length_19774_cov_29.515036
28786	31643	1	2851	2858	2851	90.38	31643	3693	9.03	77.20	Ga0113608_118	NODE_38628_length_3693_cov_18.121495
609	5663	5055	1	5055	5055	99.82	41696	22281	12.12	22.69	Ga0113608_119	NODE_3737_length_22281_cov_30.795420
5609	41580	1	35972	35972	35972	100.00	41696	35972	86.27	100.00	Ga0113608_119	NODE_1935_length_35972_cov_31.498622
326	11447	1	11122	11122	11122	100.00	11447	33610	97.16	33.09	Ga0113608_120	NODE_2150_length_33610_cov_32.638951
1	40671	80909	121579	40671	40671	100.00	40716	121579	99.89	33.45	Ga0113608_121	NODE_234_length_121579_cov_26.430178
46	36012	35967	1	35967	35967	99.92	36058	35967	99.75	100.00	Ga0113608_122	NODE_1937_length_35967_cov_26.279155
1	8813	29071	37897	8813	8827	99.83	58775	37897	14.99	23.29	Ga0113608_123	NODE_1790_length_37897_cov_32.812325
8759	58775	1	50017	50017	50017	100.00	58775	54659	85.10	91.51	Ga0113608_123	NODE_993_length_54659_cov_37.484488
812	3252	1	2440	2441	2440	94.85	3252	2587	75.06	94.32	Ga0113608_124	NODE_63695_length_2587_cov_78.201817
33	21910	1	21878	21878	21878	100.00	52342	21878	41.80	100.00	Ga0113608_125	NODE_3822_length_21878_cov_27.949045
21856	52342	94449	63963	30487	30487	100.00	52342	94449	58.25	32.28	Ga0113608_125	NODE_390_length_94449_cov_27.939403
1	8639	83283	91922	8639	8640	99.99	8639	151751	100.00	5.69	Ga0113608_127	NODE_152_length_151751_cov_39.902351
1	46800	117258	70443	46800	46816	99.97	46800	118888	100.00	39.38	Ga0113608_128	NODE_246_length_118888_cov_33.557875
1	26522	118359	91823	26522	26537	99.94	26522	151751	100.00	17.49	Ga0113608_129	NODE_152_length_151751_cov_39.902351
949	22540	1	21581	21592	21581	99.95	58934	57930	36.64	37.25	Ga0113608_131	NODE_881_length_57930_cov_26.470497
2543	58889	1595	57930	56347	56336	99.98	58934	57930	95.61	97.25	Ga0113608_131	NODE_881_length_57930_cov_26.470497
1	33066	8287	41352	33066	33066	100.00	33066	61078	100.00	54.14	Ga0113608_132	NODE_810_length_61078_cov_30.368730
