/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79704.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.124.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	20633	21212	579	20633	20634	99.99	20633	95949	100.00	21.51	Ga0113592_1001	NODE_3_length_95949_cov_6.149822
1	18588	42109	60696	18588	18588	99.99	18588	79737	100.00	23.31	Ga0113592_1002	NODE_6_length_79737_cov_5.455937
1	18435	22190	3756	18435	18435	99.97	18435	56763	100.00	32.48	Ga0113592_1003	NODE_11_length_56763_cov_5.942443
1	18189	32530	50718	18189	18189	99.99	18189	95949	100.00	18.96	Ga0113592_1004	NODE_3_length_95949_cov_6.149822
1	17574	67584	50011	17574	17574	99.98	17574	93314	100.00	18.83	Ga0113592_1005	NODE_4_length_93314_cov_5.310072
1	17530	60686	43157	17530	17530	99.92	17530	62181	100.00	28.19	Ga0113592_1006	NODE_10_length_62181_cov_5.796076
1	17517	20686	38202	17517	17517	99.89	17517	122640	100.00	14.28	Ga0113592_1007	NODE_1_length_122640_cov_5.920822
1	16521	23455	39975	16521	16521	99.99	16521	72275	100.00	22.86	Ga0113592_1008	NODE_7_length_72275_cov_6.365024
1	16138	16682	545	16138	16138	99.98	16138	30738	100.00	52.50	Ga0113592_1009	NODE_17_length_30738_cov_5.800020
4312	17057	32223	19478	12746	12746	99.98	17057	32223	74.73	39.56	Ga0113592_1010	NODE_15_length_32223_cov_6.449360
1	8855	8855	1	8855	8855	99.99	15332	11068	57.76	80.01	Ga0113592_1011	NODE_29_length_11068_cov_6.369926
8776	15332	122073	115517	6557	6557	99.88	15332	122640	42.77	5.35	Ga0113592_1011	NODE_1_length_122640_cov_5.920822
1	14751	51989	66739	14751	14751	99.97	14751	122640	100.00	12.03	Ga0113592_1012	NODE_1_length_122640_cov_5.920822
1	12203	12203	1	12203	12203	99.98	14099	45074	86.55	27.07	Ga0113592_1013	NODE_12_length_45074_cov_6.507119
12093	14099	1	2007	2007	2007	100.00	14099	72275	14.24	2.78	Ga0113592_1013	NODE_7_length_72275_cov_6.365024
1	14049	51115	65163	14049	14049	99.99	14049	72275	100.00	19.44	Ga0113592_1014	NODE_7_length_72275_cov_6.365024
1	13899	26699	40597	13899	13899	100.00	13899	62181	100.00	22.35	Ga0113592_1015	NODE_10_length_62181_cov_5.796076
177	12712	88308	75773	12536	12536	99.98	12712	88308	98.62	14.20	Ga0113592_1016	NODE_5_length_88308_cov_5.756956
1	12127	51548	39422	12127	12127	99.99	12127	56763	100.00	21.36	Ga0113592_1017	NODE_11_length_56763_cov_5.942443
1	11637	5431	17067	11637	11637	99.94	11639	17093	99.98	68.08	Ga0113592_1018	NODE_25_length_17093_cov_6.547365
1	11408	95266	83859	11408	11408	99.98	11408	95949	100.00	11.89	Ga0113592_1019	NODE_3_length_95949_cov_6.149822
1	10010	66609	76618	10010	10010	99.98	10010	102539	100.00	9.76	Ga0113592_1020	NODE_2_length_102539_cov_5.516198
340	9926	34016	43604	9587	9589	99.77	9926	88308	96.58	10.86	Ga0113592_1021	NODE_5_length_88308_cov_5.756956
1	9789	19658	9870	9789	9789	99.93	9789	37631	100.00	26.01	Ga0113592_1022	NODE_14_length_37631_cov_6.801442
1	9717	63673	53957	9717	9717	99.90	9717	88308	100.00	11.00	Ga0113592_1023	NODE_5_length_88308_cov_5.756956
1	9585	27907	37491	9585	9585	99.86	9585	37631	100.00	25.47	Ga0113592_1024	NODE_14_length_37631_cov_6.801442
1	9440	17896	8457	9440	9440	99.97	9440	17897	100.00	52.75	Ga0113592_1025	NODE_24_length_17897_cov_5.445354
1	9275	56531	65805	9275	9275	99.96	9275	95949	100.00	9.67	Ga0113592_1027	NODE_3_length_95949_cov_6.149822
1	9179	16380	25558	9179	9179	99.99	9179	93314	100.00	9.84	Ga0113592_1028	NODE_4_length_93314_cov_5.310072
1	9091	1229	10319	9091	9091	99.83	9091	18235	100.00	49.85	Ga0113592_1029	NODE_23_length_18235_cov_6.279373
1	9054	101984	92931	9054	9054	99.96	9054	122640	100.00	7.38	Ga0113592_1030	NODE_1_length_122640_cov_5.920822
1	9002	12869	21870	9002	9002	99.97	9002	62181	100.00	14.48	Ga0113592_1031	NODE_10_length_62181_cov_5.796076
1	8841	15054	6214	8841	8841	100.00	8841	15465	100.00	57.17	Ga0113592_1032	NODE_26_length_15465_cov_5.114860
1	8793	10683	19475	8793	8793	99.99	8793	23776	100.00	36.98	Ga0113592_1033	NODE_20_length_23776_cov_5.423001
1	8749	610	9358	8749	8749	99.95	8749	26196	100.00	33.40	Ga0113592_1034	NODE_19_length_26196_cov_5.791094
1	8703	52963	44261	8703	8703	99.99	8703	66398	100.00	13.11	Ga0113592_1035	NODE_8_length_66398_cov_5.688422
1	8518	114595	106078	8518	8518	99.95	8518	122640	100.00	6.95	Ga0113592_1036	NODE_1_length_122640_cov_5.920822
1	8461	8656	196	8461	8461	99.99	8461	13349	100.00	63.38	Ga0113592_1037	NODE_27_length_13349_cov_5.493230
1	6056	6056	1	6056	6056	99.90	8376	23106	72.30	26.21	Ga0113592_1038	NODE_21_length_23106_cov_5.336905
6228	8376	102539	100391	2149	2149	99.72	8376	102539	25.66	2.10	Ga0113592_1038	NODE_2_length_102539_cov_5.516198
1	8157	12059	20216	8157	8158	99.96	8157	45074	100.00	18.10	Ga0113592_1039	NODE_12_length_45074_cov_6.507119
1	8031	43156	51186	8031	8031	99.96	8031	72275	100.00	11.11	Ga0113592_1040	NODE_7_length_72275_cov_6.365024
1	8012	16516	24527	8012	8012	99.99	8012	66398	100.00	12.07	Ga0113592_1041	NODE_8_length_66398_cov_5.688422
1	7838	92099	99936	7838	7838	100.00	7838	102539	100.00	7.64	Ga0113592_1042	NODE_2_length_102539_cov_5.516198
1	7804	42173	49976	7804	7804	99.94	7804	102539	100.00	7.61	Ga0113592_1043	NODE_2_length_102539_cov_5.516198
1	7785	33626	25842	7785	7785	99.96	7785	45074	100.00	17.27	Ga0113592_1044	NODE_12_length_45074_cov_6.507119
1	7578	16806	24383	7578	7578	99.99	7578	88308	100.00	8.58	Ga0113592_1045	NODE_5_length_88308_cov_5.756956
1	6082	20150	14069	6082	6082	99.88	7577	30922	80.27	19.67	Ga0113592_1046	NODE_16_length_30922_cov_6.619075
1	7256	32207	39462	7256	7256	100.00	7256	56763	100.00	12.78	Ga0113592_1047	NODE_11_length_56763_cov_5.942443
1	6901	1	6901	6901	6901	99.91	6921	6936	99.71	99.50	Ga0113592_1048	NODE_34_length_6936_cov_6.493969
1	6744	38331	45074	6744	6744	99.97	6913	45074	97.56	14.96	Ga0113592_1049	NODE_12_length_45074_cov_6.507119
1	6846	45024	38179	6846	6846	99.87	6846	122640	100.00	5.58	Ga0113592_1050	NODE_1_length_122640_cov_5.920822
1	6658	66180	72837	6658	6658	99.97	6658	79737	100.00	8.35	Ga0113592_1051	NODE_6_length_79737_cov_5.455937
1	6648	21607	14960	6648	6648	100.00	6648	72275	100.00	9.20	Ga0113592_1052	NODE_7_length_72275_cov_6.365024
1	6646	32983	39628	6646	6646	100.00	6646	93314	100.00	7.12	Ga0113592_1053	NODE_4_length_93314_cov_5.310072
1	6438	912	7349	6438	6438	99.98	6438	22122	100.00	29.10	Ga0113592_1054	NODE_22_length_22122_cov_6.364073
1	6328	42590	48917	6328	6328	99.86	6328	93314	100.00	6.78	Ga0113592_1055	NODE_4_length_93314_cov_5.310072
1	6311	66304	72614	6311	6311	99.89	6311	88308	100.00	7.15	Ga0113592_1056	NODE_5_length_88308_cov_5.756956
1	6274	73434	79707	6274	6274	99.95	6274	79737	100.00	7.87	Ga0113592_1057	NODE_6_length_79737_cov_5.455937
1	6113	19577	13465	6113	6113	99.75	6116	32223	99.95	18.97	Ga0113592_1058	NODE_15_length_32223_cov_6.449360
1	6085	5332	11416	6085	6085	99.93	6085	32223	100.00	18.88	Ga0113592_1059	NODE_15_length_32223_cov_6.449360
1	6004	24132	30135	6004	6004	99.90	6005	56763	99.98	10.58	Ga0113592_1060	NODE_11_length_56763_cov_5.942443
1	5950	23168	29117	5950	5950	99.95	5950	30738	100.00	19.36	Ga0113592_1061	NODE_17_length_30738_cov_5.800020
1	5842	30369	24528	5842	5842	100.00	5842	88308	100.00	6.62	Ga0113592_1062	NODE_5_length_88308_cov_5.756956
1	5694	26812	21119	5694	5694	99.98	5694	95949	100.00	5.93	Ga0113592_1063	NODE_3_length_95949_cov_6.149822
1042	6507	20	5485	5466	5466	99.96	6507	122640	84.00	4.46	Ga0113592_1065	NODE_1_length_122640_cov_5.920822
1	5574	54459	60032	5574	5574	100.00	5574	66398	100.00	8.39	Ga0113592_1066	NODE_8_length_66398_cov_5.688422
1	5519	59251	64769	5519	5519	99.93	5519	102539	100.00	5.38	Ga0113592_1067	NODE_2_length_102539_cov_5.516198
1	5502	5538	37	5502	5502	99.89	5502	17093	100.00	32.19	Ga0113592_1068	NODE_25_length_17093_cov_6.547365
4	5484	51119	56599	5481	5481	99.89	5484	95949	99.95	5.71	Ga0113592_1069	NODE_3_length_95949_cov_6.149822
1	5424	12368	17791	5424	5424	99.94	5424	102539	100.00	5.29	Ga0113592_1071	NODE_2_length_102539_cov_5.516198
1	5335	5477	10811	5335	5335	100.00	5335	10907	100.00	48.91	Ga0113592_1072	NODE_30_length_10907_cov_4.300037
1	5323	9266	14588	5323	5323	99.89	5323	26196	100.00	20.32	Ga0113592_1073	NODE_19_length_26196_cov_5.791094
52	5314	18235	12973	5263	5263	99.94	5314	18235	99.04	28.86	Ga0113592_1074	NODE_23_length_18235_cov_6.279373
1	5308	89229	83922	5308	5308	100.00	5308	93314	100.00	5.69	Ga0113592_1075	NODE_4_length_93314_cov_5.310072
3	5235	20964	26196	5233	5233	99.85	5298	26196	98.77	19.98	Ga0113592_1076	NODE_19_length_26196_cov_5.791094
1	5236	5454	219	5236	5236	99.89	5236	62181	100.00	8.42	Ga0113592_1077	NODE_10_length_62181_cov_5.796076
1	5199	1	5199	5199	5199	100.00	5199	17897	100.00	29.05	Ga0113592_1078	NODE_24_length_17897_cov_5.445354
1	5197	41779	36583	5197	5197	99.98	5197	66398	100.00	7.83	Ga0113592_1079	NODE_8_length_66398_cov_5.688422
1	5130	8576	13705	5130	5130	99.98	5130	122640	100.00	4.18	Ga0113592_1080	NODE_1_length_122640_cov_5.920822
1	4240	54055	49816	4240	4240	99.91	5115	88308	82.89	4.80	Ga0113592_1081	NODE_5_length_88308_cov_5.756956
1	5081	6519	11599	5081	5081	99.92	5081	12697	100.00	40.02	Ga0113592_1082	NODE_28_length_12697_cov_6.041845
1	5052	5393	10444	5052	5052	100.00	5052	62181	100.00	8.12	Ga0113592_1083	NODE_10_length_62181_cov_5.796076
3	4987	10585	5601	4985	4985	99.94	4987	72275	99.96	6.90	Ga0113592_1084	NODE_7_length_72275_cov_6.365024
1	4948	10645	15592	4948	4948	100.00	4948	79737	100.00	6.21	Ga0113592_1085	NODE_6_length_79737_cov_5.455937
1	4910	51495	56404	4910	4910	99.98	4910	56763	100.00	8.65	Ga0113592_1086	NODE_11_length_56763_cov_5.942443
1	4908	38468	33561	4908	4908	99.96	4908	45074	100.00	10.89	Ga0113592_1087	NODE_12_length_45074_cov_6.507119
1	4907	5377	471	4907	4907	99.96	4907	32223	100.00	15.23	Ga0113592_1088	NODE_15_length_32223_cov_6.449360
1	4890	32633	27744	4890	4890	99.98	4890	79737	100.00	6.13	Ga0113592_1089	NODE_6_length_79737_cov_5.455937
1	4873	51719	56591	4873	4873	99.94	4873	102539	100.00	4.75	Ga0113592_1090	NODE_2_length_102539_cov_5.516198
1	4863	13360	8498	4863	4863	99.90	4863	26992	100.00	18.02	Ga0113592_1091	NODE_18_length_26992_cov_5.161191
1	4784	8927	4145	4784	4783	99.90	4784	88308	100.00	5.42	Ga0113592_1092	NODE_5_length_88308_cov_5.756956
1	4736	69602	74337	4736	4736	99.94	4736	93314	100.00	5.08	Ga0113592_1093	NODE_4_length_93314_cov_5.310072
1	4685	15520	20204	4685	4685	100.00	4685	79737	100.00	5.88	Ga0113592_1094	NODE_6_length_79737_cov_5.455937
1	4542	21861	26402	4542	4542	99.58	4634	30922	98.01	14.69	Ga0113592_1095	NODE_16_length_30922_cov_6.619075
1	4565	64417	59853	4565	4565	100.00	4565	64617	100.00	7.06	Ga0113592_1096	NODE_9_length_64617_cov_4.888030
1	4548	15242	19789	4548	4548	99.67	4548	122640	100.00	3.71	Ga0113592_1097	NODE_1_length_122640_cov_5.920822
1	4487	75749	80235	4487	4487	99.96	4487	122640	100.00	3.66	Ga0113592_1098	NODE_1_length_122640_cov_5.920822
1	4485	66144	61660	4485	4485	99.98	4485	79737	100.00	5.62	Ga0113592_1099	NODE_6_length_79737_cov_5.455937
1	4414	31543	27130	4414	4414	99.89	4414	66398	100.00	6.65	Ga0113592_1100	NODE_8_length_66398_cov_5.688422
1	4384	19578	23961	4384	4384	99.79	4384	37631	100.00	11.65	Ga0113592_1101	NODE_14_length_37631_cov_6.801442
1	4318	36868	41185	4318	4318	100.00	4318	64617	100.00	6.68	Ga0113592_1102	NODE_9_length_64617_cov_4.888030
1	4201	31458	35658	4201	4201	99.98	4201	66398	100.00	6.33	Ga0113592_1103	NODE_8_length_66398_cov_5.688422
1	4152	80235	84386	4152	4152	99.93	4152	122640	100.00	3.39	Ga0113592_1104	NODE_1_length_122640_cov_5.920822
1	4150	23685	27834	4150	4150	99.95	4150	79737	100.00	5.20	Ga0113592_1105	NODE_6_length_79737_cov_5.455937
1	4122	51718	47597	4122	4122	100.00	4122	64617	100.00	6.38	Ga0113592_1106	NODE_9_length_64617_cov_4.888030
1	4063	90	4152	4063	4063	99.98	4063	12697	100.00	32.00	Ga0113592_1107	NODE_28_length_12697_cov_6.041845
1	4031	23011	18981	4031	4031	100.00	4031	30738	100.00	13.11	Ga0113592_1108	NODE_17_length_30738_cov_5.800020
1	3968	23605	27572	3968	3968	99.85	3969	37631	99.97	10.54	Ga0113592_1109	NODE_14_length_37631_cov_6.801442
1	3945	1	3945	3945	3945	100.00	3945	26992	100.00	14.62	Ga0113592_1110	NODE_18_length_26992_cov_5.161191
1	3905	3190	7094	3905	3905	100.00	3905	66398	100.00	5.88	Ga0113592_1111	NODE_8_length_66398_cov_5.688422
1	3893	1	3893	3893	3893	99.95	3893	41185	100.00	9.45	Ga0113592_1112	NODE_13_length_41185_cov_5.075492
1	3870	1554	5423	3870	3870	100.00	3870	15465	100.00	25.02	Ga0113592_1113	NODE_26_length_15465_cov_5.114860
