/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79702.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.220.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	44607	44607	1	44607	44607	99.98	255599	49249	17.45	90.57	Ga0113590_101	NODE_1172_length_49249_cov_18.689596
44553	255599	1	211047	211047	211047	99.99	255599	383042	82.57	55.10	Ga0113590_101	NODE_19_length_383042_cov_17.141613
410	6270	156016	150156	5861	5861	100.00	156840	229327	3.74	2.56	Ga0113590_102	NODE_64_length_229327_cov_15.857706
6636	156690	150055	1	150055	150055	99.99	156840	229327	95.67	65.43	Ga0113590_102	NODE_64_length_229327_cov_15.857706
1	14803	1	14803	14803	14803	100.00	151859	14803	9.75	100.00	Ga0113590_103	NODE_6312_length_14803_cov_14.854624
14749	89919	1	75225	75171	75225	99.92	151859	174718	49.50	43.06	Ga0113590_103	NODE_118_length_174718_cov_14.619542
89865	151859	75326	137320	61995	61995	99.99	151859	174718	40.82	35.48	Ga0113590_103	NODE_118_length_174718_cov_14.619542
1	3577	2687	6263	3577	3577	100.00	137372	139631	2.60	2.56	Ga0113590_104	NODE_184_length_139631_cov_17.811866
3641	136908	6364	139631	133268	133268	100.00	137372	139631	97.01	95.44	Ga0113590_104	NODE_184_length_139631_cov_17.811866
1	137203	245840	383042	137203	137203	99.99	137261	383042	99.96	35.82	Ga0113590_105	NODE_19_length_383042_cov_17.141613
1	80006	86088	6080	80006	80009	99.96	80006	116953	100.00	68.41	Ga0113590_106	NODE_254_length_116953_cov_16.683057
1	69871	31308	101178	69871	69871	99.99	69871	142906	100.00	48.89	Ga0113590_107	NODE_178_length_142906_cov_15.003472
1	6404	6404	1	6404	6404	100.00	55517	116953	11.54	5.48	Ga0113590_108	NODE_254_length_116953_cov_16.683057
6350	7711	1362	1	1362	1362	100.00	55517	1362	2.45	100.00	Ga0113590_108	NODE_165834_length_1362_cov_14.938791
10072	17605	11803	4270	7534	7534	100.00	55517	11803	13.57	63.83	Ga0113590_108	NODE_8321_length_11803_cov_20.548349
16136	20410	4275	1	4275	4275	100.00	55517	11803	7.70	36.22	Ga0113590_108	NODE_8321_length_11803_cov_20.548349
20356	28608	53695	45443	8253	8253	100.00	55517	53695	14.87	15.37	Ga0113590_108	NODE_1018_length_53695_cov_17.467972
28554	55517	45432	18469	26964	26964	100.00	55517	53695	48.57	50.22	Ga0113590_108	NODE_1018_length_53695_cov_17.467972
251	51342	1	51092	51092	51092	99.98	51342	103100	99.51	49.56	Ga0113590_109	NODE_332_length_103100_cov_15.593479
1	3156	3156	1	3156	3156	99.71	46784	30967	6.75	10.19	Ga0113590_110	NODE_2404_length_30967_cov_15.894507
3102	38011	1	34910	34910	34910	99.99	46784	44063	74.62	79.23	Ga0113590_110	NODE_1415_length_44063_cov_16.176877
38004	46784	35011	43791	8781	8781	99.97	46784	44063	18.77	19.93	Ga0113590_110	NODE_1415_length_44063_cov_16.176877
508	21603	142906	121811	21096	21096	99.99	42136	142906	50.07	14.76	Ga0113590_111	NODE_178_length_142906_cov_15.003472
21602	42136	121710	101176	20535	20535	99.99	42136	142906	48.74	14.37	Ga0113590_111	NODE_178_length_142906_cov_15.003472
1	2525	11582	14106	2525	2525	99.84	41798	14106	6.04	17.90	Ga0113590_112	NODE_6716_length_14106_cov_17.753683
2471	13845	1	11375	11375	11375	99.98	41798	38878	27.21	29.26	Ga0113590_112	NODE_1735_length_38878_cov_18.987817
13763	41001	11640	38878	27239	27239	99.98	41798	38878	65.17	70.06	Ga0113590_112	NODE_1735_length_38878_cov_18.987817
1	40511	783	41293	40511	40511	99.94	41051	41293	98.68	98.11	Ga0113590_113	NODE_1569_length_41293_cov_14.823270
1	39724	40216	493	39724	39724	99.98	39724	168722	100.00	23.54	Ga0113590_114	NODE_122_length_168722_cov_18.838813
1	54433	128342	73873	54433	54470	99.89	54433	168722	100.00	32.28	Ga0113590_115	NODE_122_length_168722_cov_18.838813
1	35087	210948	246034	35087	35087	99.99	35087	383042	100.00	9.16	Ga0113590_116	NODE_19_length_383042_cov_17.141613
1	32365	70736	103100	32365	32365	100.00	33504	103100	96.60	31.39	Ga0113590_117	NODE_332_length_103100_cov_15.593479
1	14361	85712	100072	14361	14361	99.90	40247	116953	35.68	12.28	Ga0113590_118	NODE_254_length_116953_cov_16.683057
14307	27487	100173	113353	13181	13181	100.00	40247	116953	32.75	11.27	Ga0113590_118	NODE_254_length_116953_cov_16.683057
27480	30979	113454	116953	3500	3500	100.00	40247	116953	8.70	2.99	Ga0113590_118	NODE_254_length_116953_cov_16.683057
32857	40247	1	7405	7391	7405	99.72	40247	37377	18.36	19.81	Ga0113590_118	NODE_1824_length_37377_cov_16.481512
927	32333	1	31407	31407	31407	99.99	32333	142906	97.14	21.98	Ga0113590_119	NODE_178_length_142906_cov_15.003472
468	31224	1	30757	30757	30757	99.97	31580	30757	97.39	100.00	Ga0113590_120	NODE_2424_length_30757_cov_15.410885
2	28659	35979	7322	28658	28658	99.98	28659	37377	100.00	76.67	Ga0113590_121	NODE_1824_length_37377_cov_16.481512
1	28012	14781	42792	28012	28012	100.00	28074	42792	99.78	65.46	Ga0113590_122	NODE_1485_length_42792_cov_19.262676
1	1875	65056	66930	1875	1875	99.47	27783	66930	6.75	2.80	Ga0113590_123	NODE_692_length_66930_cov_14.990191
1821	27783	30967	5005	25963	25963	99.98	27783	30967	93.45	83.84	Ga0113590_123	NODE_2404_length_30967_cov_15.894507
592	27127	140190	166725	26536	26536	100.00	27459	174718	96.64	15.19	Ga0113590_124	NODE_118_length_174718_cov_14.619542
1	23491	211985	188480	23491	23506	99.73	23491	229327	100.00	10.25	Ga0113590_125	NODE_64_length_229327_cov_15.857706
1	19931	19931	1	19931	19931	100.00	19977	66930	99.77	29.78	Ga0113590_126	NODE_692_length_66930_cov_14.990191
1	19940	168640	188579	19940	19940	99.98	19940	229327	100.00	8.70	Ga0113590_127	NODE_64_length_229327_cov_15.857706
