/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79704.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.54.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	20633	21140	507	20633	20634	99.98	20633	28514	100.00	72.36	Ga0113592_1001	NODE_2687_length_28514_cov_6.523595
1	18588	24110	42697	18588	18588	99.99	18588	61663	100.00	30.14	Ga0113592_1002	NODE_795_length_61663_cov_5.690933
1	18435	22125	3691	18435	18435	99.97	18435	45470	100.00	40.54	Ga0113592_1003	NODE_1350_length_45470_cov_6.272399
1	18189	63334	45146	18189	18189	99.99	18189	67188	100.00	27.07	Ga0113592_1004	NODE_684_length_67188_cov_6.882413
1	17574	67546	49973	17574	17574	99.97	17574	93266	100.00	18.84	Ga0113592_1005	NODE_400_length_93266_cov_5.738132
1	17530	1426	18955	17530	17530	99.93	17530	62031	100.00	28.26	Ga0113592_1006	NODE_786_length_62031_cov_6.254954
1	7395	7395	1	7395	7395	99.95	17517	27942	42.22	26.47	Ga0113592_1007	NODE_2766_length_27942_cov_6.749632
7290	17517	19677	9450	10228	10228	99.88	17517	19677	58.39	51.98	Ga0113592_1007	NODE_4362_length_19677_cov_6.039700
713	16521	2	15810	15809	15809	99.96	16521	48044	95.69	32.91	Ga0113592_1008	NODE_1230_length_48044_cov_7.093105
1	16138	14057	30194	16138	16138	99.98	16138	30670	100.00	52.62	Ga0113592_1009	NODE_2433_length_30670_cov_6.202025
4310	17057	1	12748	12748	12748	99.98	17057	18816	74.74	67.75	Ga0113592_1010	NODE_4638_length_18816_cov_7.257342
1	8678	8678	1	8678	8678	99.99	15332	10748	56.60	80.74	Ga0113592_1011	NODE_9337_length_10748_cov_6.909099
8776	15332	655	7211	6557	6557	99.88	15332	24252	42.77	27.04	Ga0113592_1011	NODE_3315_length_24252_cov_6.352482
1	14751	46542	31792	14751	14751	99.97	14751	50979	100.00	28.94	Ga0113592_1012	NODE_1110_length_50979_cov_6.556005
1	12159	6773	18931	12159	12159	99.98	14099	18931	86.24	64.23	Ga0113592_1013	NODE_4603_length_18931_cov_7.502225
12132	14099	1	1968	1968	1968	100.00	14099	16523	13.96	11.91	Ga0113592_1013	NODE_5479_length_16523_cov_6.851287
1	14049	26950	40998	14049	14049	99.99	14049	48044	100.00	29.24	Ga0113592_1014	NODE_1230_length_48044_cov_7.093105
1	13899	35413	21515	13899	13899	100.00	13899	62031	100.00	22.41	Ga0113592_1015	NODE_786_length_62031_cov_6.254954
72	12712	1	12641	12641	12641	99.98	12712	88260	99.44	14.32	Ga0113592_1016	NODE_424_length_88260_cov_6.399887
1	6061	6062	1	6061	6062	99.98	12127	12684	49.98	47.79	Ga0113592_1017	NODE_7624_length_12684_cov_6.175865
6014	12127	45470	39357	6114	6114	99.98	12127	45470	50.42	13.45	Ga0113592_1017	NODE_1350_length_45470_cov_6.272399
1	11567	11567	1	11567	11567	99.96	11639	16997	99.38	68.05	Ga0113592_1018	NODE_5295_length_16997_cov_7.242061
1	11408	598	12005	11408	11408	99.98	11408	67188	100.00	16.98	Ga0113592_1019	NODE_684_length_67188_cov_6.882413
1	10010	33788	23779	10010	10010	99.98	10010	41233	100.00	24.28	Ga0113592_1020	NODE_1575_length_41233_cov_5.891423
1	9926	54736	44811	9926	9926	99.77	9926	88260	100.00	11.25	Ga0113592_1021	NODE_424_length_88260_cov_6.399887
1	9789	22537	12749	9789	9789	99.94	9789	40400	100.00	24.23	Ga0113592_1022	NODE_1633_length_40400_cov_7.512232
1	9717	24742	34458	9717	9717	99.87	9717	88260	100.00	11.01	Ga0113592_1023	NODE_424_length_88260_cov_6.399887
1	9585	30786	40370	9585	9585	99.85	9585	40400	100.00	23.73	Ga0113592_1024	NODE_1633_length_40400_cov_7.512232
1	9395	2	9396	9395	9395	100.00	9440	9396	99.52	99.99	Ga0113592_1025	NODE_10990_length_9396_cov_5.934482
210	9010	8801	1	8801	8801	100.00	9386	8801	93.77	100.00	Ga0113592_1026	NODE_11923_length_8801_cov_8.260005
1	9275	39333	30059	9275	9275	99.98	9275	67188	100.00	13.80	Ga0113592_1027	NODE_684_length_67188_cov_6.882413
1	9179	16342	25520	9179	9179	99.99	9179	93266	100.00	9.84	Ga0113592_1028	NODE_400_length_93266_cov_5.738132
1	1791	1791	1	1791	1791	99.11	9091	40400	19.70	4.43	Ga0113592_1029	NODE_1633_length_40400_cov_7.512232
1696	9091	15312	7917	7396	7396	99.97	9091	15312	81.36	48.30	Ga0113592_1029	NODE_6039_length_15312_cov_7.007800
1	3509	20744	24252	3509	3509	100.00	9054	24252	38.76	14.47	Ga0113592_1030	NODE_3315_length_24252_cov_6.352482
3455	9054	1	5600	5600	5600	99.93	9054	50979	61.85	10.98	Ga0113592_1030	NODE_1110_length_50979_cov_6.556005
1	9002	49243	40242	9002	9002	99.97	9002	62031	100.00	14.51	Ga0113592_1031	NODE_786_length_62031_cov_6.254954
1	8841	15054	6214	8841	8841	100.00	8841	15465	100.00	57.17	Ga0113592_1032	NODE_5960_length_15465_cov_5.332966
1	8793	12959	4167	8793	8793	99.99	8793	23566	100.00	37.31	Ga0113592_1033	NODE_3447_length_23566_cov_5.965463
1	8749	561	9309	8749	8749	99.97	8749	18274	100.00	47.88	Ga0113592_1034	NODE_4797_length_18274_cov_6.860036
1	8703	7097	15799	8703	8703	99.99	8703	60059	100.00	14.49	Ga0113592_1035	NODE_834_length_60059_cov_6.112109
1	8518	8133	16650	8518	8518	99.95	8518	24252	100.00	35.12	Ga0113592_1036	NODE_3315_length_24252_cov_6.352482
1	8461	8519	59	8461	8461	99.99	8461	13212	100.00	64.04	Ga0113592_1037	NODE_7266_length_13212_cov_5.710040
