/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79718.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.314.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	6658	94550	87893	6658	6658	99.98	6658	102485	100.00	6.50	Ga0113607_1001	NODE_337_length_102485_cov_71.180699
1	3763	130341	126565	3763	3777	98.84	3763	141953	100.00	2.66	Ga0113607_1002	NODE_181_length_141953_cov_60.501240
1	4278	198447	202738	4278	4292	99.53	4278	310128	100.00	1.38	Ga0113607_1003	NODE_27_length_310128_cov_75.972487
1	18308	65165	83474	18308	18310	99.99	18877	84061	96.99	21.78	Ga0113607_1004	NODE_453_length_84061_cov_67.574090
1	3249	66842	63573	3249	3270	99.30	3249	76916	100.00	4.25	Ga0113607_1005	NODE_538_length_76916_cov_57.045433
1	5456	122530	117078	5456	5453	99.93	5456	141953	100.00	3.84	Ga0113607_1006	NODE_181_length_141953_cov_60.501240
1	7903	57498	65400	7903	7903	99.95	7903	84061	100.00	9.40	Ga0113607_1007	NODE_453_length_84061_cov_67.574090
1	9222	79931	70718	9222	9214	99.90	9222	310128	100.00	2.97	Ga0113607_1008	NODE_27_length_310128_cov_75.972487
1	7321	172030	164710	7321	7321	99.92	7321	199383	100.00	3.67	Ga0113607_1009	NODE_93_length_199383_cov_54.341136
1	81406	10107	91512	81406	81406	99.98	81406	134943	100.00	60.33	Ga0113607_1010	NODE_194_length_134943_cov_61.848459
1	19891	19891	1	19891	19891	99.98	36237	28076	54.89	70.85	Ga0113607_1011	NODE_2740_length_28076_cov_68.664180
20021	36237	40490	24273	16217	16218	99.91	36237	40490	44.75	40.05	Ga0113607_1011	NODE_1624_length_40490_cov_68.508297
1	3403	70817	67415	3403	3403	99.85	3403	310128	100.00	1.10	Ga0113607_1012	NODE_27_length_310128_cov_75.972487
1	7023	96832	89810	7023	7023	99.91	7023	310128	100.00	2.26	Ga0113607_1013	NODE_27_length_310128_cov_75.972487
1	4035	198546	194496	4035	4051	99.58	4035	310128	100.00	1.31	Ga0113607_1014	NODE_27_length_310128_cov_75.972487
535	3887	1	3353	3353	3353	100.00	3887	102485	86.26	3.27	Ga0113607_1015	NODE_337_length_102485_cov_71.180699
1	9428	224552	233978	9428	9427	99.94	9428	284701	100.00	3.31	Ga0113607_1016	NODE_37_length_284701_cov_55.689000
1	5033	213739	208698	5033	5042	99.78	5033	310128	100.00	1.63	Ga0113607_1017	NODE_27_length_310128_cov_75.972487
1	18079	109491	91413	18079	18079	99.99	18079	134943	100.00	13.40	Ga0113607_1018	NODE_194_length_134943_cov_61.848459
1	3804	134045	130242	3804	3804	99.82	3804	141953	100.00	2.68	Ga0113607_1019	NODE_181_length_141953_cov_60.501240
39	3406	1	3368	3368	3368	99.94	3406	3675	98.88	91.65	Ga0113607_1020	NODE_38888_length_3675_cov_58.462431
46	1350	1	1305	1305	1305	100.00	11444	1305	11.40	100.00	Ga0113607_1021	NODE_177093_length_1305_cov_37.772800
1296	11444	1	10162	10149	10162	99.73	11444	40490	88.68	25.10	Ga0113607_1021	NODE_1624_length_40490_cov_68.508297
1	11375	11515	141	11375	11375	99.96	11375	284701	100.00	4.00	Ga0113607_1022	NODE_37_length_284701_cov_55.689000
1	4025	47839	51863	4025	4025	99.93	4025	189243	100.00	2.13	Ga0113607_1023	NODE_98_length_189243_cov_71.271529
1	3707	21041	17335	3707	3707	100.00	3707	76916	100.00	4.82	Ga0113607_1025	NODE_538_length_76916_cov_57.045433
1	6439	120458	126896	6439	6439	99.95	6439	267266	100.00	2.41	Ga0113607_1026	NODE_44_length_267266_cov_62.025055
1	19211	36808	17583	19211	19226	99.91	19211	199383	100.00	9.64	Ga0113607_1027	NODE_93_length_199383_cov_54.341136
912	3170	7091	9367	2259	2277	99.12	3501	35975	64.52	6.33	Ga0113607_1028	NODE_1934_length_35975_cov_66.981431
1	13561	83326	69765	13561	13562	99.84	13561	102485	100.00	13.23	Ga0113607_1029	NODE_337_length_102485_cov_71.180699
46	13965	57111	43192	13920	13920	98.85	13965	141953	99.68	9.81	Ga0113607_1030	NODE_181_length_141953_cov_60.501240
1	14295	93218	78922	14295	14297	99.87	28104	150593	50.86	9.49	Ga0113607_1031	NODE_159_length_150593_cov_55.193254
14255	28104	78911	65062	13850	13850	99.99	28104	150593	49.28	9.20	Ga0113607_1031	NODE_159_length_150593_cov_55.193254
1	13850	52563	66412	13850	13850	99.95	13850	102485	100.00	13.51	Ga0113607_1032	NODE_337_length_102485_cov_71.180699
1	3905	51764	55685	3905	3922	99.57	3905	189243	100.00	2.07	Ga0113607_1033	NODE_98_length_189243_cov_71.271529
1	28621	166277	194897	28621	28621	99.99	28621	284701	100.00	10.05	Ga0113607_1034	NODE_37_length_284701_cov_55.689000
352	16506	1	16155	16155	16155	99.96	16506	21887	97.87	73.81	Ga0113607_1035	NODE_3821_length_21887_cov_65.748534
1	4148	185096	189243	4148	4148	100.00	4148	189243	100.00	2.19	Ga0113607_1036	NODE_98_length_189243_cov_71.271529
1	4016	42265	38244	4016	4022	98.81	4016	76916	100.00	5.23	Ga0113607_1037	NODE_538_length_76916_cov_57.045433
1	4183	109285	105104	4183	4182	99.95	4183	310128	100.00	1.35	Ga0113607_1038	NODE_27_length_310128_cov_75.972487
1	47315	10069	57383	47315	47315	99.97	47315	84061	100.00	56.29	Ga0113607_1039	NODE_453_length_84061_cov_67.574090
1	33862	271206	237349	33862	33858	99.97	33862	310128	100.00	10.92	Ga0113607_1040	NODE_27_length_310128_cov_75.972487
1	23678	161319	184997	23678	23679	99.99	23680	189243	99.99	12.51	Ga0113607_1041	NODE_98_length_189243_cov_71.271529
1	7613	109565	117177	7613	7613	99.95	7613	141953	100.00	5.36	Ga0113607_1042	NODE_181_length_141953_cov_60.501240
1	14554	219344	233897	14554	14554	99.89	14554	310128	100.00	4.69	Ga0113607_1043	NODE_27_length_310128_cov_75.972487
1	3210	24447	21236	3210	3212	99.88	3210	28076	100.00	11.44	Ga0113607_1044	NODE_2740_length_28076_cov_68.664180
1	3751	60288	56538	3751	3751	99.95	3751	76916	100.00	4.88	Ga0113607_1045	NODE_538_length_76916_cov_57.045433
1	15909	134622	150530	15909	15909	99.99	15909	150593	100.00	10.56	Ga0113607_1046	NODE_159_length_150593_cov_55.193254
1	16169	17753	1583	16169	16171	99.94	16169	54083	100.00	29.90	Ga0113607_1047	NODE_1007_length_54083_cov_57.027985
1	21360	14488	35847	21360	21360	99.99	21360	35975	100.00	59.37	Ga0113607_1048	NODE_1934_length_35975_cov_66.981431
1	71708	89795	161502	71708	71708	100.00	71708	189243	100.00	37.89	Ga0113607_1049	NODE_98_length_189243_cov_71.271529
1	16206	30712	46937	16206	16226	99.85	34275	150593	47.28	10.77	Ga0113607_1050	NODE_159_length_150593_cov_55.193254
16152	34275	47038	65161	18124	18124	99.99	34275	150593	52.88	12.04	Ga0113607_1050	NODE_159_length_150593_cov_55.193254
1	16240	33362	17123	16240	16240	99.99	16240	61314	100.00	26.49	Ga0113607_1051	NODE_801_length_61314_cov_64.641179
1	44036	106676	62641	44036	44036	99.99	44604	199383	98.73	22.09	Ga0113607_1052	NODE_93_length_199383_cov_54.341136
1	37369	40657	3265	37369	37393	99.87	37369	102485	100.00	36.49	Ga0113607_1053	NODE_337_length_102485_cov_71.180699
1	4430	38497	34066	4430	4432	99.91	4430	76916	100.00	5.76	Ga0113607_1054	NODE_538_length_76916_cov_57.045433
46	3082	5688	2652	3037	3037	100.00	3082	5688	98.54	53.39	Ga0113607_1055	NODE_21320_length_5688_cov_45.638026
378	3105	7648	4917	2728	2732	99.71	3105	141953	87.86	1.92	Ga0113607_1056	NODE_181_length_141953_cov_60.501240
1	9746	3829	13574	9746	9746	100.00	9746	267266	100.00	3.65	Ga0113607_1057	NODE_44_length_267266_cov_62.025055
1	66564	66571	1	66564	66571	99.95	71775	77956	92.74	85.40	Ga0113607_1058	NODE_518_length_77956_cov_61.757949
66811	71775	61314	56350	4965	4965	99.90	71775	61314	6.92	8.10	Ga0113607_1058	NODE_801_length_61314_cov_64.641179
1	8946	173833	182778	8946	8946	99.96	8946	310128	100.00	2.88	Ga0113607_1059	NODE_27_length_310128_cov_75.972487
1	11354	56637	45284	11354	11354	99.95	11354	76916	100.00	14.76	Ga0113607_1060	NODE_538_length_76916_cov_57.045433
1	8529	65740	57212	8529	8529	99.99	9632	141953	88.55	6.01	Ga0113607_1061	NODE_181_length_141953_cov_60.501240
8475	9632	57111	55952	1158	1160	95.69	9632	141953	12.02	0.82	Ga0113607_1061	NODE_181_length_141953_cov_60.501240
1	3750	141562	137813	3750	3750	99.89	3750	310128	100.00	1.21	Ga0113607_1062	NODE_27_length_310128_cov_75.972487
1	9594	84982	94575	9594	9594	100.00	9594	141953	100.00	6.76	Ga0113607_1063	NODE_181_length_141953_cov_60.501240
1	25955	37634	11665	25955	25970	99.92	25955	37634	100.00	69.01	Ga0113607_1064	NODE_1806_length_37634_cov_55.245004
1	31601	64282	95896	31601	31615	99.96	38656	267266	81.75	11.83	Ga0113607_1065	NODE_44_length_267266_cov_62.025055
11630	38656	75911	102951	27027	27041	99.95	38656	267266	69.92	10.12	Ga0113607_1065	NODE_44_length_267266_cov_62.025055
1	17715	130	17844	17715	17715	100.00	17715	38512	100.00	46.00	Ga0113607_1066	NODE_1758_length_38512_cov_59.917310
1	17202	40324	23114	17202	17211	99.93	28409	310128	60.55	5.55	Ga0113607_1067	NODE_27_length_310128_cov_75.972487
17213	28409	23013	11805	11197	11209	99.84	28409	310128	39.41	3.61	Ga0113607_1067	NODE_27_length_310128_cov_75.972487
1	3333	221319	224651	3333	3333	99.97	3333	284701	100.00	1.17	Ga0113607_1068	NODE_37_length_284701_cov_55.689000
