/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94254.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.291.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	18806	20085	1280	18806	18806	99.98	18806	28764	100.00	65.38	Ga0136513_1001	NODE_2660_length_28764_cov_8.218851
1	16979	28348	45326	16979	16979	99.99	17740	54846	95.71	30.96	Ga0136513_1002	NODE_984_length_54846_cov_7.466007
1	16621	24508	7888	16621	16621	99.98	16621	26633	100.00	62.41	Ga0136513_1003	NODE_2940_length_26633_cov_8.002295
1	13681	51695	38015	13681	13681	99.99	13681	71867	100.00	19.04	Ga0136513_1004	NODE_609_length_71867_cov_8.014371
1	5104	5104	1	5104	5104	100.00	12807	39170	39.85	13.03	Ga0136513_1005	NODE_1708_length_39170_cov_8.024978
5050	12807	19463	11706	7758	7758	100.00	12807	19463	60.58	39.86	Ga0136513_1005	NODE_4426_length_19463_cov_7.940334
1	12250	39404	27155	12250	12250	99.97	12250	53983	100.00	22.69	Ga0136513_1006	NODE_1009_length_53983_cov_7.760533
2	2282	2281	1	2281	2281	99.96	10847	5206	21.03	43.81	Ga0136513_1007	NODE_23996_length_5206_cov_7.654824
2228	10847	54846	46227	8620	8620	100.00	10847	54846	79.47	15.72	Ga0136513_1007	NODE_984_length_54846_cov_7.466007
59	10783	20695	31419	10725	10725	99.99	10783	38911	99.46	27.56	Ga0136513_1008	NODE_1730_length_38911_cov_7.715514
1	10734	47767	58497	10734	10731	99.75	10734	102584	100.00	10.46	Ga0136513_1009	NODE_336_length_102584_cov_7.874738
1	6972	11783	4812	6972	6972	99.94	10531	56716	66.20	12.29	Ga0136513_1010	NODE_926_length_56716_cov_7.936023
6918	10531	4711	1098	3614	3614	100.00	10531	56716	34.32	6.37	Ga0136513_1010	NODE_926_length_56716_cov_7.936023
1	10459	2687	13145	10459	10459	99.97	10459	23527	100.00	44.46	Ga0136513_1011	NODE_3458_length_23527_cov_7.398219
1	9840	21422	31261	9840	9840	99.96	9840	53490	100.00	18.40	Ga0136513_1012	NODE_1025_length_53490_cov_8.087808
50	9628	18920	9342	9579	9579	100.00	9628	102584	99.49	9.34	Ga0136513_1013	NODE_336_length_102584_cov_7.874738
1	8850	31651	22802	8850	8850	99.98	8850	71867	100.00	12.31	Ga0136513_1014	NODE_609_length_71867_cov_8.014371
1	8741	20024	28764	8741	8741	100.00	8741	28764	100.00	30.39	Ga0136513_1015	NODE_2660_length_28764_cov_8.218851
1	8306	26183	34488	8306	8306	99.98	8306	56716	100.00	14.64	Ga0136513_1016	NODE_926_length_56716_cov_7.936023
195	7875	44898	37218	7681	7681	100.00	7875	56716	97.54	13.54	Ga0136513_1017	NODE_926_length_56716_cov_7.936023
1	7754	40306	32553	7754	7754	99.96	7754	102584	100.00	7.56	Ga0136513_1018	NODE_336_length_102584_cov_7.874738
1	7688	21459	13772	7688	7688	99.87	7688	53490	100.00	14.37	Ga0136513_1019	NODE_1025_length_53490_cov_8.087808
390	2479	1333	3422	2090	2090	100.00	7627	16989	27.40	12.30	Ga0136513_1020	NODE_5298_length_16989_cov_7.904925
2714	7526	3523	8335	4813	4813	100.00	7627	16989	63.10	28.33	Ga0136513_1020	NODE_5298_length_16989_cov_7.904925
1	7493	14498	21990	7493	7493	100.00	7493	71867	100.00	10.43	Ga0136513_1021	NODE_609_length_71867_cov_8.014371
1	7401	12482	5082	7401	7401	99.97	7401	57637	100.00	12.84	Ga0136513_1022	NODE_898_length_57637_cov_7.648414
1	7329	14354	7026	7329	7329	100.00	7329	22919	100.00	31.98	Ga0136513_1023	NODE_3589_length_22919_cov_7.893807
61	7236	7837	662	7176	7176	99.97	7236	10373	99.17	69.18	Ga0136513_1024	NODE_9727_length_10373_cov_8.746947
1	7135	27411	20277	7135	7135	99.96	7135	102584	100.00	6.96	Ga0136513_1025	NODE_336_length_102584_cov_7.874738
1	3432	3432	1	3432	3432	100.00	6888	8918	49.83	38.48	Ga0136513_1026	NODE_11705_length_8918_cov_8.610741
3532	6888	1	3357	3357	3357	100.00	6888	20773	48.74	16.16	Ga0136513_1026	NODE_4090_length_20773_cov_7.925427
1	6865	30759	37623	6865	6865	100.00	6865	39815	100.00	17.24	Ga0136513_1027	NODE_1673_length_39815_cov_8.096227
1	2206	8772	10977	2206	2206	100.00	6838	38911	32.26	5.67	Ga0136513_1028	NODE_1730_length_38911_cov_7.715514
2439	6838	11078	15477	4400	4400	100.00	6838	38911	64.35	11.31	Ga0136513_1028	NODE_1730_length_38911_cov_7.715514
1	6802	23908	17107	6802	6802	99.99	6802	35855	100.00	18.97	Ga0136513_1029	NODE_1948_length_35855_cov_7.519302
1	4868	2910	7777	4868	4868	99.98	6775	7777	71.85	62.59	Ga0136513_1030	NODE_13991_length_7777_cov_7.559700
4814	6775	1	1962	1962	1962	99.29	6775	21050	28.96	9.32	Ga0136513_1030	NODE_4015_length_21050_cov_7.665349
1	6726	11510	4785	6726	6726	100.00	6726	53490	100.00	12.57	Ga0136513_1031	NODE_1025_length_53490_cov_8.087808
1	1870	25978	27847	1870	1870	100.00	6633	35855	28.19	5.22	Ga0136513_1032	NODE_1948_length_35855_cov_7.519302
1875	6633	27948	32706	4759	4759	100.00	6633	35855	71.75	13.27	Ga0136513_1032	NODE_1948_length_35855_cov_7.519302
1	6548	1101	7648	6548	6548	99.91	6548	7821	100.00	83.72	Ga0136513_1033	NODE_13880_length_7821_cov_8.629797
1	6442	12347	5906	6442	6442	99.86	6442	14091	100.00	45.72	Ga0136513_1034	NODE_6721_length_14091_cov_7.748860
1	6404	62705	56302	6404	6404	100.00	6404	71867	100.00	8.91	Ga0136513_1035	NODE_609_length_71867_cov_8.014371
1	6395	31651	38045	6395	6395	99.87	6395	71867	100.00	8.90	Ga0136513_1036	NODE_609_length_71867_cov_8.014371
1	1022	32307	31286	1022	1022	97.95	6309	36376	16.20	2.81	Ga0136513_1037	NODE_1907_length_36376_cov_7.808045
1159	6309	31185	26035	5151	5151	100.00	6309	36376	81.65	14.16	Ga0136513_1037	NODE_1907_length_36376_cov_7.808045
1	6294	59	6352	6294	6294	99.95	6294	55830	100.00	11.27	Ga0136513_1038	NODE_956_length_55830_cov_7.801327
1	6180	37451	31272	6180	6180	99.89	6180	39170	100.00	15.78	Ga0136513_1039	NODE_1708_length_39170_cov_8.024978
1	6146	37532	31387	6146	6146	99.97	6146	38911	100.00	15.80	Ga0136513_1040	NODE_1730_length_38911_cov_7.715514
1	6140	68555	74694	6140	6140	99.92	6140	102584	100.00	5.99	Ga0136513_1041	NODE_336_length_102584_cov_7.874738
1	6007	18179	24185	6007	6007	99.97	6007	56716	100.00	10.59	Ga0136513_1042	NODE_926_length_56716_cov_7.936023
1	5907	5907	1	5907	5907	99.83	6005	9249	98.37	63.87	Ga0136513_1043	NODE_11189_length_9249_cov_8.126278
1	5963	3540	9502	5963	5963	100.00	5963	53983	100.00	11.05	Ga0136513_1044	NODE_1009_length_53983_cov_7.760533
1	5006	5006	1	5006	5006	100.00	5930	9725	84.42	51.48	Ga0136513_1045	NODE_10507_length_9725_cov_7.442192
1	5893	62649	68541	5893	5893	100.00	5893	71867	100.00	8.20	Ga0136513_1046	NODE_609_length_71867_cov_8.014371
1	5687	5687	1	5687	5687	99.89	5857	14091	97.10	40.36	Ga0136513_1047	NODE_6721_length_14091_cov_7.748860
1	5761	31143	25392	5761	5752	99.84	5763	34015	99.97	16.91	Ga0136513_1048	NODE_2115_length_34015_cov_7.853121
1	5527	13851	19377	5527	5527	99.84	5527	39170	100.00	14.11	Ga0136513_1049	NODE_1708_length_39170_cov_8.024978
1	5527	64	5590	5527	5527	99.96	5527	17237	100.00	32.06	Ga0136513_1050	NODE_5180_length_17237_cov_8.061227
1	5524	40737	46260	5524	5524	99.96	5524	57637	100.00	9.58	Ga0136513_1051	NODE_898_length_57637_cov_7.648414
1	5474	20537	15064	5474	5474	99.98	5474	57637	100.00	9.50	Ga0136513_1052	NODE_898_length_57637_cov_7.648414
1	5452	6770	12221	5452	5452	99.72	5452	21050	100.00	25.90	Ga0136513_1053	NODE_4015_length_21050_cov_7.665349
1	3377	68491	71867	3377	3377	99.97	5452	71867	61.94	4.70	Ga0136513_1054	NODE_609_length_71867_cov_8.014371
3323	5452	3834	1705	2130	2130	99.72	5452	3834	39.07	55.56	Ga0136513_1054	NODE_36658_length_3834_cov_7.618947
1	2946	2261	5206	2946	2946	99.97	5435	5206	54.20	56.59	Ga0136513_1055	NODE_23996_length_5206_cov_7.654824
4084	5435	9822	8471	1352	1352	99.19	5435	9822	24.88	13.77	Ga0136513_1055	NODE_10386_length_9822_cov_7.133306
1	5388	8562	13949	5388	5388	99.96	5388	39170	100.00	13.76	Ga0136513_1056	NODE_1708_length_39170_cov_8.024978
1	5249	8510	3262	5249	5249	99.89	5328	20773	98.52	25.27	Ga0136513_1057	NODE_4090_length_20773_cov_7.925427
1	2546	2546	1	2546	2546	99.73	5058	6840	50.34	37.22	Ga0136513_1058	NODE_16595_length_6840_cov_7.316139
2518	5058	2967	427	2541	2541	99.96	5058	2967	50.24	85.64	Ga0136513_1058	NODE_52494_length_2967_cov_8.382212
1	4951	51259	46309	4951	4951	99.88	4951	53983	100.00	9.17	Ga0136513_1059	NODE_1009_length_53983_cov_7.760533
1	1256	1256	1	1256	1256	100.00	4931	28764	25.47	4.37	Ga0136513_1060	NODE_2660_length_28764_cov_8.218851
1202	4931	21050	17321	3730	3730	99.76	4931	21050	75.64	17.72	Ga0136513_1060	NODE_4015_length_21050_cov_7.665349
1	1367	37545	38911	1367	1367	99.85	4859	38911	28.13	3.51	Ga0136513_1061	NODE_1730_length_38911_cov_7.715514
1404	3165	1	1762	1762	1762	99.89	4859	20019	36.26	8.80	Ga0136513_1061	NODE_4275_length_20019_cov_7.916650
3315	4859	1863	3407	1545	1545	100.00	4859	20019	31.80	7.72	Ga0136513_1061	NODE_4275_length_20019_cov_7.916650
1	4512	9806	14317	4512	4512	99.98	4793	54846	94.14	8.23	Ga0136513_1062	NODE_984_length_54846_cov_7.466007
1	4782	27333	32114	4782	4782	99.98	4782	102584	100.00	4.66	Ga0136513_1063	NODE_336_length_102584_cov_7.874738
1	4768	740	5507	4768	4768	100.00	4768	9119	100.00	52.29	Ga0136513_1064	NODE_11394_length_9119_cov_8.176192
1	4738	51042	55779	4738	4738	99.89	4738	57637	100.00	8.22	Ga0136513_1065	NODE_898_length_57637_cov_7.648414
