/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/79699.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/DNA_BINS/maxbin2_bins/bin.117.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	5742	41627	35886	5742	5742	99.91	5742	115285	100.00	4.98	Ga0113587_101	NODE_262_length_115285_cov_21.466502
1	6660	16104	22763	6660	6660	99.97	12306	22763	54.12	29.26	Ga0113587_102	NODE_3624_length_22763_cov_22.259512
6606	8174	1	1588	1569	1588	98.74	12306	1588	12.75	100.00	Ga0113587_102	NODE_130975_length_1588_cov_12.368558
8120	12306	1	4187	4187	4187	100.00	12306	7148	34.02	58.58	Ga0113587_102	NODE_15604_length_7148_cov_8.429015
11287	12306	641	1660	1020	1020	88.75	12306	2662	8.29	38.32	Ga0113587_102	NODE_61192_length_2662_cov_17.485232
1	17875	37330	19456	17875	17875	99.99	17875	150880	100.00	11.85	Ga0113587_103	NODE_157_length_150880_cov_19.039092
1	3783	50698	46916	3783	3783	99.68	3783	73636	100.00	5.14	Ga0113587_104	NODE_584_length_73636_cov_21.621410
1	6719	19782	26487	6719	6706	99.72	6719	66747	100.00	10.05	Ga0113587_105	NODE_699_length_66747_cov_19.197535
1	6719	128750	135455	6719	6706	99.72	6719	217322	100.00	3.09	Ga0113587_105	NODE_76_length_217322_cov_19.177390
1	8692	19555	10864	8692	8692	99.94	8692	150880	100.00	5.76	Ga0113587_106	NODE_157_length_150880_cov_19.039092
1	18690	10325	29014	18690	18690	99.98	18690	59677	100.00	31.32	Ga0113587_107	NODE_842_length_59677_cov_20.819765
229	1572	1344	1	1344	1344	100.00	36295	1344	3.70	100.00	Ga0113587_108	NODE_169203_length_1344_cov_19.463150
1518	36295	1	34778	34778	34778	99.98	36295	196160	95.82	17.73	Ga0113587_108	NODE_96_length_196160_cov_19.962770
1	11418	11420	1	11418	11420	99.92	13523	27410	84.43	41.66	Ga0113587_109	NODE_2848_length_27410_cov_19.265180
11510	13416	1	1907	1907	1907	100.00	13523	1907	14.10	100.00	Ga0113587_109	NODE_99574_length_1907_cov_20.306156
1	2840	2837	1	2840	2837	99.47	5239	46284	54.21	6.13	Ga0113587_110	NODE_1305_length_46284_cov_20.162777
3724	5239	14451	12936	1516	1516	99.87	5239	14451	28.94	10.49	Ga0113587_110	NODE_6511_length_14451_cov_21.100792
1	84986	37231	122227	84986	84997	99.98	84986	150880	100.00	56.33	Ga0113587_111	NODE_157_length_150880_cov_19.039092
1	1388	614	2001	1388	1388	100.00	4676	2001	29.68	69.37	Ga0113587_112	NODE_92716_length_2001_cov_17.707605
1500	2600	1	1101	1101	1101	99.91	4676	1101	23.55	100.00	Ga0113587_112	NODE_230731_length_1101_cov_15.533461
2546	4676	1	2125	2131	2125	97.94	4676	225238	45.57	0.94	Ga0113587_112	NODE_67_length_225238_cov_23.043978
46	33482	48229	14793	33437	33437	99.96	33482	48229	99.87	69.33	Ga0113587_113	NODE_1216_length_48229_cov_22.458069
1	54341	17125	71472	54341	54348	99.94	54341	225238	100.00	24.13	Ga0113587_114	NODE_67_length_225238_cov_23.043978
1	68516	103630	35085	68516	68546	99.93	68516	107648	100.00	63.68	Ga0113587_115	NODE_297_length_107648_cov_21.456461
1	3146	3146	1	3146	3146	100.00	9329	115285	33.72	2.73	Ga0113587_116	NODE_262_length_115285_cov_21.466502
3092	9144	1	6053	6053	6053	100.00	9329	6053	64.88	100.00	Ga0113587_116	NODE_19612_length_6053_cov_18.611370
1	24043	1724	25766	24043	24043	99.97	24043	27312	100.00	88.03	Ga0113587_117	NODE_2860_length_27312_cov_20.332392
46	10989	97883	86940	10944	10944	100.00	11405	97883	95.96	11.18	Ga0113587_118	NODE_364_length_97883_cov_18.800998
1	1431	6365	4933	1431	1433	99.30	6177	8905	23.17	16.09	Ga0113587_119	NODE_11736_length_8905_cov_19.570395
2090	6175	4832	747	4086	4086	99.88	6177	8905	66.15	45.88	Ga0113587_119	NODE_11736_length_8905_cov_19.570395
1	3517	17224	13694	3517	3531	99.52	3517	225238	100.00	1.57	Ga0113587_120	NODE_67_length_225238_cov_23.043978
1	19308	114665	95349	19308	19317	99.94	19308	115285	100.00	16.76	Ga0113587_121	NODE_262_length_115285_cov_21.466502
257	3345	556	3644	3089	3089	99.00	3345	17628	92.35	17.52	Ga0113587_122	NODE_5047_length_17628_cov_19.454049
1	1019	884	1902	1019	1019	99.90	9613	13595	10.60	7.50	Ga0113587_123	NODE_7017_length_13595_cov_19.947341
965	9613	2003	10651	8649	8649	99.88	9613	13595	89.97	63.62	Ga0113587_123	NODE_7017_length_13595_cov_19.947341
1	2268	7917	10184	2268	2268	99.56	4198	10184	54.03	22.27	Ga0113587_124	NODE_9950_length_10184_cov_20.170501
2267	4198	1	1932	1932	1932	99.59	4198	6130	46.02	31.52	Ga0113587_124	NODE_19267_length_6130_cov_19.581070
1	3701	69936	73636	3701	3701	100.00	18798	73636	19.69	5.03	Ga0113587_125	NODE_584_length_73636_cov_21.621410
3767	18798	1	15055	15032	15055	99.78	18798	48229	79.97	31.22	Ga0113587_125	NODE_1216_length_48229_cov_22.458069
1	41565	44060	2490	41565	41571	99.95	42582	73636	97.61	56.45	Ga0113587_126	NODE_584_length_73636_cov_21.621410
578	15435	20888	6031	14858	14858	99.99	15435	46284	96.26	32.10	Ga0113587_127	NODE_1305_length_46284_cov_20.162777
384	44320	44755	88677	43937	43923	99.95	44320	115285	99.14	38.10	Ga0113587_128	NODE_262_length_115285_cov_21.466502
1	5051	5050	1	5051	5050	99.86	5094	10184	99.16	49.59	Ga0113587_129	NODE_9950_length_10184_cov_20.170501
1	60151	71373	131529	60151	60157	99.97	60151	225238	100.00	26.71	Ga0113587_130	NODE_67_length_225238_cov_23.043978
1	6992	8548	1555	6992	6994	99.79	6992	150880	100.00	4.64	Ga0113587_131	NODE_157_length_150880_cov_19.039092
1	38792	26388	65179	38792	38792	100.00	161242	66747	24.06	58.12	Ga0113587_132	NODE_699_length_66747_cov_19.197535
1	56627	135356	191982	56627	56627	99.99	161242	217322	35.12	26.06	Ga0113587_132	NODE_76_length_217322_cov_19.177390
56195	69483	191979	205267	13289	13289	99.93	161242	217322	8.24	6.11	Ga0113587_132	NODE_76_length_217322_cov_19.177390
69429	73777	205368	209716	4349	4349	100.00	161242	217322	2.70	2.00	Ga0113587_132	NODE_76_length_217322_cov_19.177390
73723	81228	209817	217322	7506	7506	99.99	161242	217322	4.66	3.45	Ga0113587_132	NODE_76_length_217322_cov_19.177390
81174	93443	12270	1	12270	12270	99.99	161242	12270	7.61	100.00	Ga0113587_132	NODE_7928_length_12270_cov_18.799099
96097	161242	93756	28611	65146	65146	99.99	161242	93756	40.40	69.48	Ga0113587_132	NODE_395_length_93756_cov_18.621573
1	9743	129177	138919	9743	9743	100.00	9743	196160	100.00	4.97	Ga0113587_133	NODE_96_length_196160_cov_19.962770
1	8755	30727	39481	8755	8755	100.00	8755	59677	100.00	14.67	Ga0113587_134	NODE_842_length_59677_cov_20.819765
46	9418	13631	4259	9373	9373	99.99	9418	13631	99.52	68.76	Ga0113587_135	NODE_6994_length_13631_cov_20.018341
1	20891	28697	7811	20891	20887	99.96	20891	93756	100.00	22.28	Ga0113587_136	NODE_395_length_93756_cov_18.621573
1	26898	169076	195973	26898	26898	99.98	26898	196160	100.00	13.71	Ga0113587_137	NODE_96_length_196160_cov_19.962770
1	18206	70035	51827	18206	18209	99.92	18206	73636	100.00	24.73	Ga0113587_138	NODE_584_length_73636_cov_21.621410
1	5118	31244	36361	5118	5118	99.82	5118	47518	100.00	10.77	Ga0113587_139	NODE_1255_length_47518_cov_22.952574
1	98672	52618	151287	98672	98670	99.98	99075	151287	99.59	65.22	Ga0113587_140	NODE_155_length_151287_cov_19.545705
1	15127	15127	1	15127	15127	99.97	99624	49214	15.18	30.74	Ga0113587_141	NODE_1173_length_49214_cov_17.456193
15073	99624	86932	2389	84552	84544	99.95	99624	86932	84.87	97.25	Ga0113587_141	NODE_433_length_86932_cov_17.490728
2	86389	86388	1	86388	86388	99.98	115385	97883	74.87	88.26	Ga0113587_142	NODE_364_length_97883_cov_18.800998
86335	115385	150880	121848	29051	29033	99.88	115385	150880	25.18	19.24	Ga0113587_142	NODE_157_length_150880_cov_19.039092
1	4068	13397	9332	4068	4066	99.80	4068	225238	100.00	1.81	Ga0113587_143	NODE_67_length_225238_cov_23.043978
1	25788	199451	225238	25788	25788	99.90	25917	225238	99.50	11.45	Ga0113587_145	NODE_67_length_225238_cov_23.043978
1	4780	8293	3514	4780	4780	99.52	4780	17628	100.00	27.12	Ga0113587_146	NODE_5047_length_17628_cov_19.454049
1	7351	34203	26839	7351	7365	99.55	7351	115285	100.00	6.39	Ga0113587_147	NODE_262_length_115285_cov_21.466502
1	1527	16102	17628	1527	1527	99.93	34332	17628	4.45	8.66	Ga0113587_148	NODE_5047_length_17628_cov_19.454049
1799	3942	1	2144	2144	2144	100.00	34332	2144	6.24	100.00	Ga0113587_148	NODE_83751_length_2144_cov_19.201053
3888	4912	1025	1	1025	1025	100.00	34332	1025	2.99	100.00	Ga0113587_148	NODE_258139_length_1025_cov_15.314433
5685	22422	1	16738	16738	16738	99.96	34332	16738	48.75	100.00	Ga0113587_148	NODE_5395_length_16738_cov_21.187556
23909	34332	1	10424	10424	10424	99.99	34332	59677	30.36	17.47	Ga0113587_148	NODE_842_length_59677_cov_20.819765
312	3721	2226	5635	3410	3410	99.68	3721	225238	91.64	1.51	Ga0113587_149	NODE_67_length_225238_cov_23.043978
1	23233	5361	28593	23233	23233	99.89	35187	28593	66.03	81.25	Ga0113587_150	NODE_2676_length_28593_cov_19.047551
24820	35187	1	10372	10368	10372	99.96	35187	217322	29.47	4.77	Ga0113587_150	NODE_76_length_217322_cov_19.177390
1210	7298	1	6089	6089	6089	100.00	23421	6089	26.00	100.00	Ga0113587_151	NODE_19460_length_6089_cov_18.678489
7560	17432	9873	1	9873	9873	99.97	23421	9873	42.15	100.00	Ga0113587_151	NODE_10322_length_9873_cov_20.267264
17378	20143	2990	225	2766	2766	99.93	23421	2990	11.81	92.51	Ga0113587_151	NODE_51910_length_2990_cov_21.688245
1	94591	129276	34679	94591	94598	99.89	94591	196160	100.00	48.22	Ga0113587_152	NODE_96_length_196160_cov_19.962770
1	20289	39382	59677	20289	20296	99.95	55330	59677	36.67	34.01	Ga0113587_153	NODE_842_length_59677_cov_20.819765
20196	55330	1	35134	35135	35134	99.99	55330	107648	63.50	32.64	Ga0113587_153	NODE_297_length_107648_cov_21.456461
1	15913	199536	183623	15913	15914	99.95	67799	225238	23.47	7.07	Ga0113587_154	NODE_67_length_225238_cov_23.043978
15859	48133	183522	151248	32275	32275	99.98	67799	225238	47.60	14.33	Ga0113587_154	NODE_67_length_225238_cov_23.043978
48079	67799	151147	131425	19721	19723	99.97	67799	225238	29.09	8.76	Ga0113587_154	NODE_67_length_225238_cov_23.043978
1	13827	13827	1	13827	13827	99.98	18368	22763	75.28	60.74	Ga0113587_155	NODE_3624_length_22763_cov_22.259512
14416	17950	45	3579	3535	3535	100.00	18368	3579	19.25	98.77	Ga0113587_155	NODE_40356_length_3579_cov_11.872872
1	30356	169175	138820	30356	30356	99.98	30356	196160	100.00	15.48	Ga0113587_156	NODE_96_length_196160_cov_19.962770
1	2127	14477	12338	2127	2140	98.60	5959	17628	35.69	12.14	Ga0113587_157	NODE_5047_length_17628_cov_19.454049
2073	5959	12237	8351	3887	3887	99.87	5959	17628	65.23	22.05	Ga0113587_157	NODE_5047_length_17628_cov_19.454049
30	5850	46986	52794	5821	5809	99.73	5850	151287	99.50	3.84	Ga0113587_158	NODE_155_length_151287_cov_19.545705
1	11622	11621	1	11622	11621	99.78	20503	47518	56.68	24.46	Ga0113587_159	NODE_1255_length_47518_cov_22.952574
11318	12344	8140	7114	1027	1027	86.58	20503	8358	5.01	12.29	Ga0113587_159	NODE_12757_length_8358_cov_7.686017
11691	19458	7768	1	7768	7768	99.99	20503	7768	37.89	100.00	Ga0113587_159	NODE_14013_length_7768_cov_15.860106
17097	19458	2362	1	2362	2362	83.52	20503	8358	11.52	28.26	Ga0113587_159	NODE_12757_length_8358_cov_7.686017
19404	20503	2662	1563	1100	1100	100.00	20503	2662	5.37	41.32	Ga0113587_159	NODE_61192_length_2662_cov_17.485232
1	19306	4009	23314	19306	19306	99.99	19306	115285	100.00	16.75	Ga0113587_160	NODE_262_length_115285_cov_21.466502
1	4358	4358	1	4358	4358	99.89	15505	13631	28.11	31.97	Ga0113587_161	NODE_6994_length_13631_cov_20.018341
4499	15505	11056	51	11007	11006	99.91	15505	11056	70.99	99.55	Ga0113587_161	NODE_9003_length_11056_cov_21.975093
1	15496	31417	46912	15496	15496	99.98	15496	151287	100.00	10.24	Ga0113587_162	NODE_155_length_151287_cov_19.545705
1	4451	30581	26122	4451	4460	99.78	18621	47518	23.90	9.39	Ga0113587_163	NODE_1255_length_47518_cov_22.952574
4397	18621	26021	11797	14225	14225	99.95	18621	47518	76.39	29.94	Ga0113587_163	NODE_1255_length_47518_cov_22.952574
1	21444	22114	671	21444	21444	99.99	21444	29345	100.00	73.08	Ga0113587_164	NODE_2579_length_29345_cov_19.964015
376	1521	29345	28197	1146	1149	99.56	7857	29345	14.59	3.92	Ga0113587_165	NODE_2579_length_29345_cov_19.964015
1725	7857	28096	21964	6133	6133	99.93	7857	29345	78.06	20.90	Ga0113587_165	NODE_2579_length_29345_cov_19.964015
