/scratch/users/karoraw1@jhu.edu/THRASH_LIBS/REFERENCE_BINS/just_sequences/94254.assembled.fna /scratch/users/karoraw1@jhu.edu/THRASH_LIBS/BIN_REASSEMBLY/reassembled_bins/bin.113.strict.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1	18806	48925	30120	18806	18806	99.97	18806	72731	100.00	25.86	Ga0136513_1001	NODE_6_length_72731_cov_7.302865
1	16979	19113	36091	16979	16979	99.99	17740	50910	95.71	33.35	Ga0136513_1002	NODE_11_length_50910_cov_7.122662
1	16621	2315	18935	16621	16621	99.98	16621	80865	100.00	20.55	Ga0136513_1003	NODE_5_length_80865_cov_7.275498
1	13681	29412	43092	13681	13681	99.99	13681	81106	100.00	16.87	Ga0136513_1004	NODE_4_length_81106_cov_7.424227
1	12807	24649	11843	12807	12807	99.99	12807	70451	100.00	18.18	Ga0136513_1005	NODE_7_length_70451_cov_7.193463
1	12250	41347	53596	12250	12250	99.97	12250	80865	100.00	15.15	Ga0136513_1006	NODE_5_length_80865_cov_7.275498
2	10847	47837	36992	10846	10846	99.99	10847	50910	99.99	21.30	Ga0136513_1007	NODE_11_length_50910_cov_7.122662
1	10783	68	10850	10783	10783	99.99	10783	18374	100.00	58.69	Ga0136513_1008	NODE_23_length_18374_cov_7.772367
1	10734	122112	111382	10734	10731	99.75	10734	125444	100.00	8.55	Ga0136513_1009	NODE_1_length_125444_cov_7.265805
1	10531	26557	16027	10531	10531	99.96	10531	59672	100.00	17.65	Ga0136513_1010	NODE_10_length_59672_cov_7.369777
1	10459	20968	10510	10459	10459	99.97	10459	23654	100.00	44.22	Ga0136513_1011	NODE_19_length_23654_cov_6.797873
1	9840	42534	32695	9840	9840	99.96	9840	64076	100.00	15.36	Ga0136513_1012	NODE_8_length_64076_cov_7.508849
50	9628	25697	35275	9579	9579	100.00	9628	44608	99.49	21.47	Ga0136513_1013	NODE_14_length_44608_cov_7.372882
1	8850	49456	58305	8850	8850	99.98	8850	81106	100.00	10.91	Ga0136513_1014	NODE_4_length_81106_cov_7.424227
1	8741	48864	57604	8741	8741	100.00	8741	72731	100.00	12.02	Ga0136513_1015	NODE_6_length_72731_cov_7.302865
1	8306	40957	49262	8306	8306	99.98	8306	59672	100.00	13.92	Ga0136513_1016	NODE_10_length_59672_cov_7.369777
195	7875	59672	51992	7681	7681	100.00	7875	59672	97.54	12.87	Ga0136513_1017	NODE_10_length_59672_cov_7.369777
1	7754	4311	12064	7754	7754	99.96	7754	44608	100.00	17.38	Ga0136513_1018	NODE_14_length_44608_cov_7.372882
1	7688	42497	50184	7688	7688	99.87	7688	64076	100.00	12.00	Ga0136513_1019	NODE_8_length_64076_cov_7.508849
250	7594	1	7345	7345	7345	99.62	7627	7345	96.30	100.00	Ga0136513_1020	NODE_33_length_7345_cov_7.263237
1	7493	66609	59117	7493	7493	100.00	7493	81106	100.00	9.24	Ga0136513_1021	NODE_4_length_81106_cov_7.424227
1	7401	45288	52688	7401	7401	99.97	7401	125444	100.00	5.90	Ga0136513_1022	NODE_1_length_125444_cov_7.265805
1	7329	14354	7026	7329	7329	100.00	7329	23042	100.00	31.81	Ga0136513_1023	NODE_20_length_23042_cov_7.442772
61	7236	2684	9859	7176	7176	99.97	7236	64076	99.17	11.20	Ga0136513_1024	NODE_8_length_64076_cov_7.508849
